-0.14941,-0.14941,-0.14697,-0.14551,-0.14648,-0.146,-0.146,-0.146,-0.146,-0.146,-0.146,-0.14404,-0.13232,-0.13232,-0.13232,-0.13232,-0.13232,-0.13232,-0.13232,-0.11865,-0.11475,-0.11084,-0.11084,-0.11084,-0.11084,-0.11084,-0.11084,-0.10742,-0.089844,-0.078125,-0.065918,-0.065918,-0.065918,-0.057129,-0.057129,-0.057129,-0.057129,-0.057129,-0.058105,-0.058105,-0.058105,-0.058105,-0.060547,-0.060547,-0.060547,-0.060547,-0.060547,-0.060547,-0.060547,-0.068848,-0.070801,-0.073242,-0.073242,-0.078125,-0.078125,-0.078125,-0.078125,-0.078125,-0.084473,-0.095703,-0.095703,-0.094238,-0.094238,-0.094238,-0.094238,-0.094238,-0.094238,-0.094238,-0.089844,-0.091309,-0.089844,-0.09375,-0.09375,-0.09375,-0.09375,-0.09375,-0.09375,-0.10205,-0.1084,-0.13037,-0.13037,-0.1416,-0.14941,-0.14941,-0.15723,-0.15723,-0.16504,-0.16504,-0.17139,-0.17139,-0.17285,-0.17285,-0.17285,-0.17285,-0.17285,-0.17285,-0.15039,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.1499,-0.13477,-0.13477,-0.13477,-0.13477,-0.13477,-0.13477,-0.1416,-0.15723,-0.16553,-0.17285,-0.17285,-0.17285,-0.17285,-0.17285,-0.17285,-0.17725,-0.17627,-0.17334,-0.16943,-0.16943,-0.16699,-0.16699,-0.16699,-0.16699,-0.16699
-0.16699,-0.16699,-0.16553,-0.16699,-0.16797,-0.16797,-0.1665,-0.1665,-0.1665,-0.1665,-0.1665,-0.16309,-0.1543,-0.15088,-0.15088,-0.15088,-0.15088,-0.15088,-0.14795,-0.14453,-0.14355,-0.14355,-0.14355,-0.14355,-0.14355,-0.14355,-0.14355,-0.14111,-0.12988,-0.12109,-0.12109,-0.12256,-0.12256,-0.12256,-0.12256,-0.12158,-0.12158,-0.11475,-0.11279,-0.11475,-0.11719,-0.11719,-0.11719,-0.11719,-0.11719,-0.11719,-0.11719,-0.11719,-0.12695,-0.12695,-0.13232,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.14648,-0.15234,-0.14941,-0.14307,-0.14307,-0.14307,-0.14307,-0.14307,-0.13525,-0.12988,-0.12402,-0.12354,-0.12354,-0.12354,-0.12354,-0.12354,-0.12354,-0.12695,-0.13965,-0.16309,-0.16309,-0.1709,-0.17578,-0.17578,-0.17578,-0.17578,-0.17578,-0.17578,-0.17578,-0.17822,-0.18652,-0.18457,-0.18213,-0.18213,-0.18213,-0.18213,-0.18213,-0.18213,-0.18701,-0.18701,-0.17041,-0.17041,-0.17041,-0.17041,-0.17041,-0.17139,-0.15283,-0.15283,-0.1626,-0.1626,-0.1626,-0.1626,-0.1626,-0.1626,-0.17334,-0.19873,-0.19873,-0.19873,-0.19873,-0.19873,-0.19873,-0.20117,-0.20068,-0.19922,-0.19922,-0.19775,-0.1958,-0.1958,-0.1958,-0.1958,-0.1958,-0.1958,-0.19336
-0.1958,-0.1958,-0.1958,-0.19336,-0.19336,-0.19629,-0.19629,-0.19482,-0.19482,-0.19482,-0.19482,-0.19482,-0.19482,-0.19189,-0.17822,-0.17822,-0.17822,-0.17822,-0.17822,-0.17822,-0.17383,-0.16455,-0.16016,-0.15576,-0.15576,-0.15576,-0.15576,-0.15576,-0.15576,-0.14844,-0.12891,-0.11816,-0.11816,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.11914,-0.12158,-0.12354,-0.13379,-0.13379,-0.13721,-0.13721,-0.14063,-0.14355,-0.14355,-0.14355,-0.14355,-0.14355,-0.14355,-0.14355,-0.15967,-0.16406,-0.16406,-0.16406,-0.16406,-0.16406,-0.16406,-0.16504,-0.14941,-0.14941,-0.15039,-0.15039,-0.15039,-0.15039,-0.15039,-0.15039,-0.14795,-0.15234,-0.15234,-0.16064,-0.16064,-0.16064,-0.16064,-0.16064,-0.16064,-0.1665,-0.18359,-0.18945,-0.19775,-0.19775,-0.20313,-0.20313,-0.20313,-0.20313,-0.20313,-0.20313,-0.20361,-0.19043,-0.18213,-0.17383,-0.17383,-0.17383,-0.17383,-0.17383,-0.17383,-0.17383,-0.17285,-0.17432,-0.17432,-0.17432,-0.17432,-0.17432,-0.17432,-0.17676,-0.18799,-0.19434,-0.20068,-0.20068,-0.20068,-0.20068,-0.20068,-0.20068,-0.20703,-0.21289,-0.2124,-0.2124,-0.21045,-0.20703,-0.20703,-0.20703,-0.20703,-0.20703
-0.20703,-0.2041,-0.19971,-0.20117,-0.20117,-0.20313,-0.20313,-0.20313,-0.20313,-0.20264,-0.20264,-0.20264,-0.20264,-0.20264,-0.20264,-0.2002,-0.2002,-0.19189,-0.19043,-0.19043,-0.19043,-0.19043,-0.19043,-0.19043,-0.18848,-0.18506,-0.18164,-0.17578,-0.17578,-0.17578,-0.17578,-0.17578,-0.17578,-0.14941,-0.14063,-0.14063,-0.1416,-0.1416,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.14063,-0.1416,-0.14307,-0.14551,-0.14551,-0.14746,-0.14746,-0.14941,-0.14941,-0.14941,-0.14941,-0.14941,-0.15088,-0.16406,-0.16406,-0.16406,-0.16406,-0.16406,-0.16406,-0.16406,-0.16797,-0.16309,-0.16309,-0.15674,-0.15674,-0.15674,-0.15674,-0.15674,-0.15674,-0.15332,-0.1499,-0.1499,-0.1543,-0.1543,-0.1543,-0.1543,-0.1543,-0.1543,-0.18115,-0.19287,-0.19287,-0.19971,-0.20215,-0.20215,-0.20215,-0.20215,-0.20215,-0.20215,-0.20215,-0.20557,-0.20068,-0.20068,-0.19238,-0.19238,-0.19238,-0.19238,-0.19238,-0.19238,-0.18115,-0.18652,-0.18994,-0.18994,-0.18994,-0.18994,-0.18994,-0.18994,-0.18848,-0.1958,-0.20361,-0.20361,-0.20361,-0.20361,-0.20361,-0.20361,-0.20361,-0.22266,-0.2251,-0.2251,-0.2251,-0.2251,-0.2251,-0.2251,-0.22607,-0.22217,-0.21924,-0.21631,-0.21387
-0.21387,-0.21387,-0.21387,-0.21387,-0.21387,-0.21338,-0.21484,-0.21484,-0.21387,-0.21387,-0.21387,-0.21387,-0.21387,-0.21387,-0.21045,-0.21045,-0.21045,-0.21045,-0.21045,-0.20801,-0.20752,-0.20752,-0.20752,-0.2085,-0.2085,-0.2085,-0.2085,-0.2085,-0.2085,-0.19434,-0.18457,-0.18457,-0.18457,-0.18457,-0.18457,-0.18457,-0.1748,-0.1792,-0.18018,-0.18164,-0.18164,-0.18164,-0.18164,-0.18164,-0.18164,-0.18359,-0.19092,-0.19482,-0.19482,-0.19775,-0.2002,-0.2002,-0.2002,-0.2002,-0.2002,-0.2002,-0.20361,-0.21582,-0.21826,-0.21826,-0.21826,-0.21826,-0.21826,-0.21826,-0.21631,-0.21191,-0.21191,-0.21045,-0.21045,-0.21045,-0.21045,-0.21045,-0.21045,-0.20654,-0.2041,-0.2041,-0.2041,-0.21289,-0.22607,-0.22607,-0.22607,-0.22607,-0.22607,-0.22607,-0.23389,-0.25488,-0.26025,-0.26611,-0.26611,-0.26611,-0.26611,-0.26611,-0.26611,-0.27148,-0.25195,-0.24365,-0.24365,-0.23242,-0.23242,-0.23242,-0.23242,-0.23242,-0.23242,-0.23242,-0.22949,-0.23242,-0.23242,-0.22217,-0.22217,-0.22217,-0.22217,-0.22217,-0.23047,-0.24512,-0.25244,-0.25244,-0.25879,-0.25879,-0.25879,-0.25879,-0.25879,-0.25879,-0.26367,-0.26074,-0.26074,-0.25635,-0.25244,-0.25244,-0.24902,-0.24902
-0.24902,-0.24902,-0.24902,-0.24658,-0.24658,-0.24707,-0.24707,-0.24561,-0.24268,-0.24268,-0.24268,-0.24268,-0.24268,-0.24268,-0.24268,-0.23779,-0.23389,-0.23145,-0.22949,-0.22949,-0.22949,-0.22949,-0.22949,-0.22949,-0.22852,-0.22607,-0.22314,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.2168,-0.20947,-0.19482,-0.20068,-0.20068,-0.20703,-0.20801,-0.20801,-0.20801,-0.20801,-0.20801,-0.20801,-0.20801,-0.21045,-0.22607,-0.22607,-0.23193,-0.23193,-0.2373,-0.2373,-0.2373,-0.2373,-0.2373,-0.2373,-0.24121,-0.2627,-0.2627,-0.26904,-0.26904,-0.26904,-0.26904,-0.26904,-0.27344,-0.27393,-0.27148,-0.26904,-0.26904,-0.26904,-0.26904,-0.26904,-0.26904,-0.26904,-0.2627,-0.26074,-0.26074,-0.26074,-0.26074,-0.26074,-0.26074,-0.26123,-0.26221,-0.2666,-0.27295,-0.27295,-0.28076,-0.28076,-0.28076,-0.28076,-0.28076,-0.28076,-0.29102,-0.27832,-0.27832,-0.27588,-0.27588,-0.27588,-0.27588,-0.27588,-0.27588,-0.27295,-0.26416,-0.26416,-0.26416,-0.26416,-0.26416,-0.26416,-0.26416,-0.25146,-0.25244,-0.25244,-0.26172,-0.26172,-0.26172,-0.26172,-0.26172,-0.26172,-0.28809,-0.28809,-0.28809,-0.28809,-0.28809,-0.28809,-0.29395,-0.29395,-0.28906,-0.28906,-0.28906,-0.28906
-0.28467,-0.28076,-0.28076,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.2832,-0.28027,-0.28027,-0.27588,-0.27588,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.27148,-0.26855,-0.26758,-0.26611,-0.26611,-0.26611,-0.26611,-0.26611,-0.26611,-0.26514,-0.25635,-0.25049,-0.24414,-0.24414,-0.24414,-0.24414,-0.24414,-0.24414,-0.24414,-0.24219,-0.24219,-0.24121,-0.24121,-0.2417,-0.2417,-0.2417,-0.2417,-0.2417,-0.2417,-0.2417,-0.24414,-0.24902,-0.25098,-0.25244,-0.25244,-0.25244,-0.25244,-0.25244,-0.25244,-0.25537,-0.26611,-0.26611,-0.26611,-0.26611,-0.26611,-0.26611,-0.26758,-0.2583,-0.25,-0.24561,-0.24561,-0.24561,-0.24561,-0.24561,-0.24561,-0.24414,-0.23682,-0.24463,-0.24463,-0.26563,-0.28027,-0.28027,-0.28027,-0.28027,-0.28027,-0.29541,-0.30908,-0.31396,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31494,-0.31104,-0.31104,-0.31299,-0.30713,-0.29883,-0.29883,-0.29883,-0.29883,-0.29883,-0.29883,-0.29883,-0.30127,-0.31104,-0.29443,-0.2832,-0.2832,-0.2832,-0.2832,-0.2832,-0.2832,-0.30273,-0.31055,-0.31689,-0.31689,-0.31689,-0.31689,-0.31689,-0.31689,-0.32031,-0.32031,-0.32031,-0.31494,-0.31494
-0.31006,-0.31006,-0.31006,-0.31006,-0.30811,-0.31201,-0.31201,-0.31201,-0.31201,-0.31201,-0.31201,-0.31152,-0.31152,-0.30322,-0.30127,-0.30127,-0.30127,-0.30127,-0.30127,-0.30127,-0.29639,-0.29639,-0.29297,-0.29297,-0.29297,-0.29297,-0.29297,-0.29297,-0.29297,-0.28662,-0.26123,-0.26123,-0.26074,-0.26074,-0.25684,-0.25684,-0.25684,-0.25684,-0.25684,-0.25684,-0.25781,-0.25781,-0.26074,-0.26074,-0.26074,-0.26074,-0.26074,-0.26074,-0.26074,-0.26514,-0.26611,-0.26904,-0.26904,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.27881,-0.27979,-0.27979,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.27344,-0.25977,-0.25342,-0.25342,-0.25488,-0.25488,-0.25488,-0.25488,-0.25488,-0.25488,-0.25781,-0.28467,-0.29102,-0.29102,-0.2959,-0.2959,-0.2959,-0.2959,-0.2959,-0.2959,-0.2959,-0.2959,-0.30176,-0.31006,-0.29883,-0.29883,-0.29883,-0.29883,-0.29883,-0.29883,-0.29883,-0.29443,-0.28613,-0.28613,-0.28613,-0.28613,-0.28613,-0.28613,-0.28857,-0.27344,-0.27441,-0.27979,-0.27979,-0.27979,-0.27979,-0.27979,-0.27979,-0.27979,-0.28613,-0.30371,-0.30664,-0.30664,-0.30664,-0.30762,-0.30762,-0.30762,-0.30762,-0.30762,-0.30713,-0.30322,-0.30322,-0.2998
-0.2998,-0.2998,-0.29932,-0.29932,-0.30127,-0.30127,-0.30127,-0.30127,-0.30127,-0.30127,-0.30225,-0.2998,-0.29492,-0.29248,-0.29248,-0.29248,-0.29248,-0.29248,-0.29053,-0.28271,-0.28271,-0.28027,-0.28027,-0.28027,-0.27832,-0.27832,-0.27441,-0.27441,-0.27441,-0.27441,-0.26807,-0.25,-0.24609,-0.24609,-0.24609,-0.24609,-0.24609,-0.24609,-0.24609,-0.24463,-0.24805,-0.25098,-0.25098,-0.25098,-0.25439,-0.25879,-0.26221,-0.26221,-0.26221,-0.26221,-0.26221,-0.26221,-0.26953,-0.27393,-0.27393,-0.27393,-0.27393,-0.27393,-0.27393,-0.27734,-0.27734,-0.28223,-0.28076,-0.28076,-0.28076,-0.28076,-0.28076,-0.28076,-0.28076,-0.271,-0.271,-0.271,-0.271,-0.271,-0.271,-0.26563,-0.26855,-0.26855,-0.26855,-0.26855,-0.26855,-0.26416,-0.27246,-0.27246,-0.27832,-0.27881,-0.27881,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28809,-0.28564,-0.28564,-0.28467,-0.28467,-0.28467,-0.28467,-0.28467,-0.28467,-0.27734,-0.28809,-0.28467,-0.26807,-0.26807,-0.26807,-0.26807,-0.26807,-0.26807,-0.25928,-0.28516,-0.28516,-0.29346,-0.2998,-0.2998,-0.2998,-0.2998,-0.2998,-0.2998,-0.3042,-0.30371,-0.30078,-0.30078,-0.29834,-0.29834,-0.29834,-0.29834,-0.29834,-0.29834
-0.29834,-0.29834,-0.29834,-0.29834,-0.29688,-0.30078,-0.30469,-0.30859,-0.30859,-0.30859,-0.30859,-0.30859,-0.30859,-0.30859,-0.30859,-0.3042,-0.3042,-0.29932,-0.29932,-0.29932,-0.29932,-0.29932,-0.29932,-0.2959,-0.28662,-0.28662,-0.28076,-0.28076,-0.28076,-0.28076,-0.28076,-0.27246,-0.25439,-0.24561,-0.24951,-0.24951,-0.24951,-0.24951,-0.24951,-0.24951,-0.24951,-0.24951,-0.25195,-0.2583,-0.2627,-0.2627,-0.2666,-0.2666,-0.2666,-0.2666,-0.2666,-0.2666,-0.27051,-0.27539,-0.27539,-0.27539,-0.27539,-0.27539,-0.27539,-0.27539,-0.27881,-0.28369,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.27832,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28223,-0.28076,-0.27588,-0.27588,-0.27686,-0.27686,-0.27686,-0.27686,-0.27686,-0.27588,-0.28516,-0.29004,-0.29004,-0.29639,-0.30518,-0.30518,-0.30518,-0.30518,-0.30518,-0.31152,-0.30664,-0.30664,-0.2959,-0.2959,-0.2959,-0.2959,-0.2959,-0.29102,-0.2998,-0.29443,-0.29443,-0.28613,-0.29248,-0.30078,-0.30078,-0.30078,-0.30078,-0.30078,-0.30078,-0.30811,-0.33252,-0.33252,-0.33838,-0.33838,-0.33838,-0.33838,-0.33838,-0.3418,-0.3418,-0.3418,-0.34131,-0.34082,-0.34082,-0.34082
