Trial08
Date:,2017/07/11
Time:,17:07:08
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C
Field #,X,Y,Z,X,Y,Z,X,Y,Z
747,-390.549133,308.077301,929.987122,-382.297333,207.888290,926.158203,-340.055664,259.558228,983.163940
748,-390.924591,307.439331,929.975098,-381.865784,207.341690,926.156311,-340.060699,259.350952,983.161499
749,-391.311768,306.772736,929.964478,-381.410614,206.775574,926.151978,-340.064636,259.133514,983.159119
750,-391.710358,306.078186,929.955200,-380.931946,206.191071,926.145386,-340.067505,258.906555,983.156860
751,-392.119385,305.357208,929.947205,-380.430573,205.589844,926.136536,-340.069305,258.670837,983.154785
752,-392.537231,304.612061,929.940369,-379.907990,204.973969,926.125732,-340.069855,258.427429,983.152710
753,-392.961731,303.845856,929.934509,-379.366241,204.345947,926.113403,-340.068817,258.177582,983.150696
754,-393.390381,303.062225,929.929688,-378.807892,203.708694,926.100098,-340.065765,257.922729,983.148682
755,-393.820374,302.265503,929.925903,-378.236023,203.065674,926.086304,-340.060242,257.664246,983.146667
756,-394.248688,301.460602,929.923462,-377.654297,202.420807,926.072754,-340.051697,257.403625,983.144775
757,-394.672119,300.652985,929.922852,-377.066895,201.778564,926.060059,-340.039612,257.142456,983.143372
758,-395.087372,299.848816,929.924500,-376.478577,201.143799,926.049194,-340.023407,256.882385,983.142822
759,-395.491028,299.054718,929.929260,-375.894440,200.521729,926.041016,-340.002533,256.625427,983.143616
760,-395.879669,298.277557,929.937988,-375.319977,199.917755,926.036682,-339.976471,256.373901,983.146118
761,-396.249908,297.524445,929.951904,-374.760834,199.337296,926.037354,-339.944672,256.130493,983.150696
762,-396.598541,296.802429,929.972412,-374.222656,198.785492,926.044495,-339.906647,255.898102,983.157837
763,-396.922455,296.118378,930.000916,-373.710754,198.267044,926.059814,-339.861664,255.679611,983.167969
764,-397.219055,295.478760,930.039063,-373.230011,197.786057,926.085266,-339.808990,255.477768,983.181519
765,-397.486115,294.889008,930.088440,-372.784485,197.345810,926.122803,-339.747620,255.294922,983.199097
766,-397.722198,294.353271,930.150940,-372.377106,196.948639,926.174377,-339.676392,255.132889,983.221252
767,-397.926605,293.874054,930.228333,-372.009521,196.595718,926.242004,-339.593903,254.992828,983.248596
768,-398.099457,293.452148,930.322021,-371.681763,196.286880,926.327454,-339.498566,254.875320,983.281616
769,-398.241760,293.086395,930.433289,-371.392090,196.020554,926.432190,-339.388855,254.780258,983.320862
770,-398.355316,292.773651,930.562805,-371.137268,195.793777,926.557434,-339.263245,254.706894,983.366638
771,-398.442596,292.508881,930.710999,-370.912750,195.602371,926.703796,-339.120575,254.653885,983.419067
772,-398.506531,292.285645,930.878174,-370.713135,195.441284,926.871582,-338.959930,254.619461,983.478088
773,-398.550293,292.096527,931.064270,-370.532684,195.305054,927.060303,-338.780975,254.601578,983.543335
774,-398.577118,291.933838,931.268799,-370.365875,195.188171,927.269043,-338.584076,254.598114,983.614319
775,-398.590149,291.790222,931.491028,-370.207458,195.085526,927.496277,-338.370178,254.607010,983.690430
776,-398.592133,291.659180,931.729675,-370.053009,194.992661,927.740112,-338.140839,254.626373,983.770752
777,-398.585541,291.535461,931.983154,-369.899017,194.905960,927.998474,-337.897919,254.654373,983.854492
778,-398.572449,291.415131,932.249512,-369.742981,194.822723,928.268982,-337.643372,254.689270,983.940857
779,-398.554413,291.295502,932.526550,-369.583496,194.741104,928.549133,-337.379181,254.729538,984.029114
780,-398.532654,291.175079,932.812012,-369.420105,194.659958,928.836792,-337.107269,254.773834,984.118591
781,-398.507965,291.053314,933.103699,-369.253174,194.578705,929.129578,-336.829559,254.821014,984.208679
782,-398.480927,290.930542,933.399292,-369.083679,194.497223,929.425720,-336.548065,254.870117,984.298889
783,-398.451996,290.807678,933.696533,-368.912994,194.415665,929.723145,-336.264832,254.920227,984.388916
784,-398.421509,290.685852,933.993347,-368.742676,194.334442,930.020142,-335.981842,254.970551,984.478516
785,-398.389771,290.566254,934.287659,-368.574310,194.254120,930.315002,-335.700928,255.020386,984.567200
786,-398.357086,290.449890,934.578003,-368.409180,194.175369,930.606079,-335.423584,255.069229,984.654846
787,-398.323761,290.337646,934.862976,-368.248413,194.098846,930.892212,-335.151031,255.116745,984.741028
788,-398.290039,290.230286,935.141541,-368.092804,194.025101,931.172424,-334.884033,255.162766,984.825500
789,-398.256134,290.128418,935.412964,-367.942841,193.954559,931.446167,-334.623108,255.207397,984.907959
790,-398.222229,290.032227,935.677246,-367.798676,193.887466,931.713196,-334.368530,255.250885,984.988037
791,-398.188446,289.941498,935.934570,-367.660126,193.823853,931.973755,-334.120239,255.293716,985.065491
792,-398.154816,289.855743,936.185974,-367.526642,193.763580,932.228577,-333.877869,255.336411,985.140259
793,-398.121338,289.774261,936.432495,-367.397339,193.706375,932.478577,-333.640503,255.379456,985.212219
794,-398.087738,289.696442,936.675598,-367.271149,193.651794,932.725098,-333.406921,255.423401,985.281616
795,-398.053772,289.621521,936.916748,-367.146729,193.599289,932.969849,-333.175476,255.468735,985.348633
796,-398.018982,289.548767,937.157654,-367.022736,193.548218,933.214600,-332.944397,255.515930,985.413574
797,-397.983063,289.477234,937.399963,-366.897766,193.497849,933.461243,-332.711792,255.565384,985.476807
798,-397.945709,289.405762,937.645508,-366.770355,193.447372,933.711670,-332.475769,255.617340,985.538696
799,-397.906708,289.333008,937.895996,-366.639069,193.395905,933.967651,-332.234711,255.671936,985.599670
800,-397.865936,289.257629,938.152771,-366.502411,193.342529,934.230713,-331.987152,255.729156,985.660156
801,-397.823334,289.178253,938.416870,-366.358917,193.286346,934.501953,-331.732086,255.788895,985.720642
802,-397.778809,289.093719,938.688660,-366.207153,193.226471,934.781982,-331.468781,255.850937,985.781555
803,-397.732513,289.002777,938.968323,-366.045868,193.162125,935.070984,-331.196930,255.914963,985.843201
804,-397.684662,288.904297,939.255676,-365.873901,193.092575,935.368896,-330.916504,255.980499,985.905762
805,-397.635651,288.797119,939.550354,-365.690460,193.017273,935.675049,-330.627777,256.047028,985.969482
806,-397.585907,288.680237,939.851807,-365.495056,192.935760,935.988892,-330.331207,256.113922,986.034302
807,-397.535919,288.553131,940.159302,-365.287415,192.847763,936.309509,-330.027496,256.180756,986.100159
808,-397.486053,288.415558,940.471985,-365.067505,192.753220,936.635925,-329.717468,256.247162,986.166992
809,-397.436615,288.267792,940.789063,-364.835571,192.652328,936.967163,-329.402008,256.313019,986.234497
810,-397.387878,288.110260,941.109863,-364.591888,192.545532,937.302246,-329.081970,256.378418,986.302673
811,-397.339935,287.943756,941.433777,-364.336975,192.433426,937.640503,-328.758087,256.443420,986.371338
812,-397.292725,287.769226,941.760315,-364.071533,192.316681,937.981445,-328.431030,256.508301,986.440369
813,-397.246033,287.587738,942.089111,-363.796234,192.196014,938.324646,-328.101349,256.573303,986.509827
814,-397.199493,287.400299,942.420105,-363.511963,192.072083,938.670166,-327.769287,256.638763,986.579651
815,-397.152710,287.207764,942.753357,-363.219513,191.945526,939.018127,-327.434937,256.705139,986.649658
816,-397.105133,287.010925,943.089050,-362.919678,191.816864,939.368835,-327.098358,256.772858,986.719910
817,-397.056244,286.810547,943.427307,-362.613098,191.686508,939.722534,-326.759399,256.842438,986.790283
818,-397.005432,286.607300,943.768311,-362.300232,191.554886,940.079590,-326.418030,256.914307,986.860718
819,-396.952148,286.401764,944.112366,-361.981384,191.422394,940.440308,-326.074097,256.988953,986.931030
820,-396.895905,286.194305,944.459778,-361.656616,191.289459,940.804993,-325.727325,257.066772,987.001221
821,-396.836304,285.985168,944.810791,-361.325928,191.156494,941.173889,-325.377289,257.148132,987.071106
822,-396.772919,285.774628,945.165710,-360.989227,191.023895,941.547241,-325.023621,257.233276,987.140564
823,-396.705475,285.562744,945.524719,-360.646423,190.892029,941.925293,-324.665833,257.322418,987.209351
824,-396.633820,285.349701,945.888062,-360.297455,190.761230,942.308228,-324.303589,257.415680,987.277283
825,-396.557770,285.135651,946.256042,-359.942261,190.631882,942.696228,-323.936646,257.513397,987.343933
826,-396.477356,284.921021,946.628784,-359.581024,190.504318,943.089355,-323.564697,257.616028,987.408936
827,-396.392548,284.706238,947.006531,-359.213898,190.378906,943.487732,-323.187622,257.724091,987.471741
828,-396.303528,284.491821,947.389404,-358.841125,190.256042,943.891235,-322.805298,257.837952,987.532043
829,-396.210480,284.278198,947.777527,-358.463074,190.136139,944.299744,-322.417664,257.957947,987.589355
830,-396.113647,284.065735,948.170959,-358.079987,190.019653,944.713013,-322.024750,258.084167,987.643555
831,-396.013367,283.854584,948.569824,-357.692047,189.907043,945.130737,-321.626678,258.216583,987.694519
832,-395.910034,283.644501,948.974060,-357.299500,189.798767,945.552429,-321.223724,258.355194,987.742065
833,-395.804016,283.435120,949.383850,-356.902374,189.695129,945.977539,-320.816406,258.499817,987.786377
834,-395.695740,283.225861,949.799011,-356.500824,189.596375,946.405518,-320.405304,258.650146,987.827637
835,-395.585510,283.016052,950.219604,-356.094879,189.502625,946.835571,-319.990906,258.805786,987.866028
836,-395.473785,282.804871,950.645630,-355.684570,189.413879,947.267273,-319.573822,258.966278,987.901917
837,-395.360962,282.591553,951.077026,-355.269897,189.330078,947.700073,-319.154602,259.131134,987.935486
838,-395.247498,282.375336,951.513977,-354.850891,189.251068,948.133606,-318.733734,259.300079,987.966858
839,-395.133759,282.155731,951.956482,-354.427673,189.176697,948.567627,-318.311584,259.472839,987.996277
840,-395.019836,281.932556,952.404602,-354.000244,189.106750,949.001953,-317.888397,259.649323,988.023682
841,-394.905579,281.706207,952.857971,-353.568695,189.041122,949.436584,-317.464172,259.829346,988.049133
842,-394.790405,281.477600,953.316406,-353.133118,188.979797,949.871399,-317.038727,260.012848,988.072571
843,-394.673706,281.247925,953.779480,-352.693695,188.922806,950.306641,-316.611816,260.199860,988.094055
844,-394.554565,281.018677,954.246582,-352.250641,188.870209,950.742310,-316.183105,260.390350,988.113403
845,-394.431702,280.792023,954.716736,-351.804352,188.822113,951.178650,-315.752350,260.584412,988.130493
846,-394.303558,280.570496,955.188660,-351.355133,188.778778,951.615662,-315.319427,260.782227,988.145081
847,-394.168579,280.356506,955.660828,-350.903381,188.740616,952.053223,-314.884216,260.983917,988.156982
848,-394.025482,280.152161,956.132019,-350.449493,188.708206,952.490906,-314.446716,261.189545,988.166077
849,-393.873352,279.959106,956.601013,-349.993744,188.682266,952.928406,-314.006989,261.399048,988.172180
850,-393.711517,279.778687,957.066833,-349.536469,188.663467,953.365173,-313.565277,261.612396,988.175293
851,-393.539673,279.611816,957.528503,-349.077911,188.652451,953.800659,-313.121887,261.829437,988.175476
852,-393.357910,279.458893,957.985352,-348.618225,188.649826,954.234070,-312.677277,262.050018,988.172791
853,-393.166534,279.319824,958.436951,-348.157440,188.656189,954.664673,-312.231903,262.273956,988.167114
854,-392.966187,279.194214,958.882996,-347.695679,188.672012,955.091614,-311.786285,262.501038,988.158569
855,-392.757599,279.081268,959.323181,-347.233032,188.697510,955.514038,-311.340942,262.731049,988.146973
856,-392.541718,278.980103,959.757385,-346.769684,188.732635,955.931274,-310.896515,262.963745,988.132324
857,-392.319611,278.889618,960.185425,-346.305908,188.777054,956.342896,-310.453644,263.198975,988.114502
858,-392.092316,278.808624,960.607117,-345.842041,188.830185,956.748779,-310.013062,263.436432,988.093445
859,-391.860931,278.735779,961.022278,-345.378510,188.891098,957.148865,-309.575531,263.675812,988.069214
860,-391.626495,278.669830,961.430847,-344.915894,188.958603,957.543457,-309.141815,263.916595,988.041809
861,-391.390076,278.609558,961.832642,-344.454773,189.031433,957.932922,-308.712585,264.158295,988.011475
862,-391.152649,278.553802,962.227661,-343.995789,189.108322,958.317627,-308.288361,264.400330,987.978149
863,-390.915070,278.501740,962.615845,-343.539520,189.188034,958.697937,-307.869720,264.642181,987.942078
864,-390.678040,278.452728,962.997131,-343.086578,189.269531,959.074280,-307.457092,264.883514,987.903320
865,-390.442047,278.406433,963.371521,-342.637451,189.351974,959.446716,-307.050842,265.123962,987.862000
866,-390.207367,278.362915,963.738953,-342.192566,189.434921,959.815552,-306.651154,265.363312,987.818237
867,-389.974091,278.322540,964.099548,-341.752441,189.518173,960.180969,-306.258057,265.601563,987.772095
868,-389.742157,278.285950,964.453552,-341.317444,189.601852,960.542969,-305.871307,265.838806,987.723694
869,-389.511444,278.253784,964.801453,-340.888031,189.686264,960.901855,-305.490601,266.075195,987.672974
870,-389.281708,278.226776,965.143799,-340.464539,189.771774,961.257751,-305.115540,266.310913,987.619812
871,-389.052765,278.205719,965.481384,-340.047333,189.858627,961.611023,-304.745667,266.546173,987.564331
872,-388.824310,278.191345,965.815063,-339.636749,189.946976,961.962280,-304.380402,266.781219,987.506592
873,-388.596039,278.184235,966.145752,-339.233063,190.036835,962.312134,-304.019165,267.016113,987.446594
874,-388.367615,278.184784,966.474426,-338.836487,190.128189,962.661255,-303.661407,267.250977,987.384705
875,-388.138641,278.193268,966.802002,-338.447144,190.220978,963.010376,-303.306641,267.485840,987.320923
876,-387.908752,278.209869,967.129395,-338.065155,190.315155,963.360168,-302.954285,267.720642,987.255249
877,-387.677429,278.234650,967.457336,-337.690613,190.410751,963.711060,-302.603760,267.955322,987.187500
878,-387.444244,278.267639,967.786438,-337.323578,190.507874,964.063538,-302.254456,268.189850,987.117432
879,-387.208679,278.308777,968.117249,-336.963989,190.606766,964.417847,-301.905670,268.424103,987.044861
880,-386.970154,278.358185,968.450256,-336.611603,190.707794,964.773865,-301.556793,268.657837,986.969360
881,-386.728058,278.416016,968.785767,-336.265900,190.811630,965.131226,-301.207214,268.890961,986.890869
882,-386.481873,278.482544,969.124146,-335.926239,190.919220,965.489075,-300.856293,269.123322,986.809265
883,-386.231018,278.558044,969.465637,-335.591827,191.031525,965.846802,-300.503387,269.354889,986.724548
884,-385.974945,278.642822,969.810425,-335.261932,191.149399,966.203796,-300.147797,269.585602,986.636841
885,-385.713196,278.737183,970.158752,-334.935791,191.273514,966.559998,-299.788879,269.815613,986.546143
886,-385.445251,278.841431,970.510803,-334.612823,191.404343,966.915405,-299.425995,270.045135,986.452332
887,-385.170593,278.955872,970.866638,-334.292358,191.542191,967.270203,-299.058624,270.274536,986.355164
888,-384.888672,279.080841,971.226257,-333.973877,191.687119,967.625000,-298.686249,270.504303,986.254395
889,-384.598969,279.216431,971.589783,-333.656799,191.838928,967.980591,-298.308411,270.735046,986.149414
890,-384.300964,279.362671,971.957153,-333.340515,191.997330,968.337891,-297.924652,270.967224,986.039795
891,-383.994202,279.519257,972.328491,-333.024200,192.162003,968.697815,-297.534485,271.201233,985.925232
892,-383.678253,279.685852,972.703918,-332.706665,192.332642,969.061157,-297.137573,271.437408,985.805298
893,-383.352753,279.861847,973.083435,-332.386505,192.509079,969.428223,-296.733521,271.675934,985.679932
894,-383.017365,280.046631,973.467346,-332.062164,192.691284,969.799255,-296.321991,271.916931,985.548828
895,-382.671692,280.239502,973.855713,-331.732025,192.879349,970.174194,-295.902618,272.160583,985.411743
896,-382.315430,280.439728,974.248657,-331.394592,193.073303,970.553162,-295.474945,272.407166,985.268311
897,-381.948242,280.646729,974.646118,-331.048462,193.273071,970.936157,-295.038757,272.656982,985.117981
898,-381.569885,280.860016,975.048096,-330.692322,193.478577,971.323486,-294.593689,272.910309,984.960083
899,-381.180176,281.079163,975.454651,-330.325043,193.689865,971.715271,-294.139557,273.167389,984.794128
900,-380.778839,281.303894,975.865662,-329.945648,193.907028,972.111694,-293.676117,273.428375,984.619568
901,-380.365662,281.534058,976.281250,-329.553314,194.130325,972.512878,-293.203186,273.693481,984.435974
902,-379.940155,281.769714,976.701233,-329.147339,194.360184,972.918762,-292.720642,273.962891,984.242920
903,-379.501923,282.011230,977.125427,-328.727173,194.597076,973.329224,-292.228455,274.236908,984.039795
904,-379.050415,282.259003,977.553650,-328.292419,194.841568,973.744080,-291.726471,274.515808,983.826111
905,-378.585297,282.513611,977.985657,-327.842896,195.094131,974.163208,-291.214691,274.799774,983.601379
906,-378.106140,282.775513,978.421021,-327.378540,195.355164,974.586182,-290.693237,275.088928,983.365112
907,-377.612732,283.045197,978.859436,-326.899628,195.624893,975.012695,-290.162384,275.383270,983.116943
908,-377.104919,283.323120,979.300232,-326.406647,195.903412,975.442383,-289.622589,275.682526,982.856689
909,-376.582855,283.609680,979.742676,-325.900269,196.190689,975.874634,-289.074463,275.986450,982.584290
910,-376.046814,283.905151,980.185852,-325.381409,196.486588,976.308899,-288.518677,276.294678,982.299622
911,-375.497345,284.209839,980.628784,-324.851105,196.790863,976.744385,-287.956085,276.606720,982.002686
912,-374.935059,284.523956,981.070251,-324.310608,197.103088,977.180176,-287.387665,276.921906,981.693726
913,-374.360809,284.847534,981.508972,-323.761200,197.422729,977.615417,-286.814484,277.239471,981.372803
914,-373.775452,285.180603,981.943726,-323.204346,197.749084,978.049011,-286.237732,277.558441,981.040344
915,-373.179993,285.522827,982.373230,-322.641571,198.081451,978.480042,-285.658569,277.877808,980.696716
916,-372.575562,285.873840,982.796570,-322.074432,198.419067,978.907410,-285.078247,278.196564,980.342346
917,-371.963257,286.233063,983.212646,-321.504486,198.761169,979.330139,-284.497925,278.513611,979.977844
918,-371.344147,286.599945,983.620789,-320.933136,199.107040,979.747375,-283.918732,278.828033,979.603638
919,-370.719177,286.973846,984.020081,-320.361816,199.456024,980.158020,-283.341614,279.138977,979.220337
920,-370.089172,287.354279,984.409790,-319.791779,199.807587,980.561279,-282.767426,279.445587,978.828552
921,-369.454803,287.740875,984.789368,-319.224152,200.161240,980.956299,-282.196869,279.747162,978.428833
922,-368.816650,288.133331,985.158264,-318.659973,200.516586,981.342529,-281.630554,280.043091,978.021851
923,-368.175110,288.531616,985.516052,-318.100220,200.873337,981.719482,-281.068848,280.332916,977.608093
924,-367.530426,288.935730,985.862366,-317.545685,201.231308,982.086975,-280.511932,280.616364,977.188110
925,-366.882629,289.345856,986.197083,-316.996979,201.590424,982.444702,-279.959869,280.893341,976.762451
926,-366.231689,289.762085,986.520142,-316.454437,201.950592,982.792542,-279.412506,281.163879,976.331543
927,-365.577332,290.184601,986.831665,-315.918274,202.311783,983.130554,-278.869476,281.428101,975.895569
928,-364.919220,290.613525,987.131714,-315.388458,202.673843,983.458862,-278.330231,281.686249,975.454773
929,-364.256927,291.049011,987.420593,-314.864960,203.036606,983.777710,-277.794098,281.938446,975.009521
930,-363.590027,291.491028,987.698486,-314.347748,203.399811,984.087585,-277.260468,282.184723,974.559937
931,-362.918030,291.939606,987.965759,-313.836792,203.763153,984.388733,-276.728668,282.424896,974.106262
932,-362.240509,292.394684,988.222717,-313.332123,204.126205,984.681519,-276.198120,282.658417,973.648865
933,-361.557037,292.856079,988.469666,-312.833862,204.488480,984.966125,-275.668365,282.884521,973.187805
934,-360.867157,293.323456,988.706848,-312.342285,204.849396,985.242737,-275.138947,283.102142,972.723328
935,-360.170380,293.796509,988.934631,-311.857635,205.208374,985.511292,-274.609436,283.309998,972.255615
936,-359.466095,294.274872,989.153198,-311.380310,205.564865,985.771790,-274.079407,283.506744,971.784790
937,-358.753723,294.758209,989.362793,-310.910645,205.918365,986.024109,-273.548553,283.690979,971.310974
938,-358.032684,295.246155,989.563477,-310.449036,206.268387,986.268188,-273.016571,283.861450,970.834229
939,-357.302490,295.738434,989.755310,-309.995880,206.614471,986.504028,-272.483307,284.016998,970.354553
940,-356.562714,296.234680,989.938416,-309.551666,206.956100,986.731750,-271.948730,284.156555,969.872009
941,-355.813049,296.734558,990.112671,-309.116852,207.292816,986.951416,-271.412842,284.279358,969.386475
942,-355.053162,297.237762,990.278137,-308.691895,207.624130,987.163208,-270.875793,284.384613,968.897949
943,-354.282806,297.743927,990.434814,-308.277344,207.949554,987.367249,-270.337769,284.471710,968.406433
944,-353.501801,298.252716,990.582703,-307.873657,208.268631,987.563660,-269.799072,284.539978,967.911926
945,-352.709869,298.763733,990.721863,-307.481415,208.580872,987.752441,-269.259979,284.588776,967.414551
946,-351.906799,299.276489,990.852234,-307.101074,208.885742,987.933777,-268.720673,284.617340,966.914368
947,-351.092255,299.790405,990.974060,-306.733124,209.182678,988.107605,-268.181335,284.625031,966.411621
948,-350.265808,300.304871,991.087463,-306.378052,209.471115,988.273926,-267.642059,284.611115,965.906372
949,-349.427094,300.819214,991.192688,-306.036255,209.750580,988.432617,-267.103058,284.575012,965.398926
950,-348.575592,301.332672,991.290039,-305.708191,210.020584,988.583618,-266.564484,284.516083,964.889404
951,-347.710907,301.844482,991.379761,-305.394226,210.280655,988.726746,-266.026581,284.433899,964.378174
