2.275648,104.170822,812.892822,0.661882,248.252197,812.611633,-111.14476,172.706467,812.839478
2.275397,104.171654,812.8927,0.661261,248.252747,812.611328,-111.144531,172.706848,812.838989
2.275137,104.172516,812.892456,0.66056,248.253296,812.610901,-111.14431,172.70726,812.838379
2.274879,104.173363,812.89209,0.659788,248.253845,812.610291,-111.144119,172.707703,812.837708
2.274634,104.174156,812.891541,0.658958,248.254349,812.609497,-111.143974,172.708145,812.836975
2.274412,104.17485,812.890808,0.658087,248.254791,812.608459,-111.143898,172.708572,812.836243
2.27422,104.175407,812.889893,0.657191,248.255127,812.607239,-111.143898,172.708939,812.835388
2.274064,104.175781,812.888733,0.656285,248.255341,812.605835,-111.144005,172.709244,812.834595
2.273945,104.175957,812.88739,0.655386,248.255402,812.604248,-111.144226,172.709427,812.833862
2.273861,104.175896,812.885864,0.654506,248.255295,812.602478,-111.144577,172.709473,812.833252
2.273806,104.175591,812.884155,0.653655,248.25502,812.600586,-111.145081,172.709351,812.832703
2.273771,104.175056,812.882263,0.652839,248.254547,812.598633,-111.145729,172.709061,812.832397
2.273743,104.174278,812.88031,0.652062,248.253891,812.596619,-111.146545,172.708557,812.832275
2.273706,104.173302,812.878296,0.651324,248.253052,812.594666,-111.147522,172.707855,812.832458
2.273645,104.172134,812.876221,0.650623,248.252014,812.592773,-111.148666,172.70697,812.832947
2.273542,104.170815,812.874268,0.649956,248.250824,812.591064,-111.149971,172.705887,812.833801
2.273382,104.16938,812.872375,0.649316,248.249496,812.589539,-111.151436,172.704651,812.834961
2.27315,104.167885,812.870667,0.648696,248.248032,812.588257,-111.153046,172.703262,812.836548
2.272835,104.166359,812.869141,0.648086,248.24649,812.58728,-111.154793,172.701782,812.83844
2.272427,104.164848,812.867859,0.647476,248.244873,812.586548,-111.15667,172.700241,812.840698
2.271921,104.163399,812.866821,0.646855,248.243225,812.586182,-111.158653,172.698669,812.843262
2.271317,104.162041,812.86615,0.646212,248.241608,812.586121,-111.160736,172.697128,812.84613
2.270617,104.16082,812.865784,0.645534,248.240021,812.586304,-111.162903,172.695648,812.849243
2.269828,104.15976,812.865784,0.644809,248.238541,812.586731,-111.165138,172.69429,812.852539
2.268959,104.158882,812.86615,0.644026,248.237183,812.587341,-111.167435,172.693069,812.855957
2.268022,104.158211,812.866821,0.643171,248.235992,812.588013,-111.169769,172.692032,812.859497
2.26703,104.157768,812.867798,0.642235,248.235031,812.588806,-111.172142,172.691208,812.863037
2.266,104.157562,812.86908,0.641206,248.234299,812.589539,-111.174538,172.690613,812.866516
2.264943,104.157608,812.870605,0.640077,248.233841,812.590149,-111.176949,172.690262,812.869873
2.263875,104.157898,812.872375,0.638841,248.233688,812.590515,-111.179359,172.690155,812.873047
2.262809,104.15844,812.874268,0.637494,248.233871,812.590637,-111.181763,172.690292,812.875977
