3203,-0.002929688,0.002929688,0.9472656,-0.042569004,-0.040440552,-0.001064225,0.002441406,-9.765625E-4-0.998535160.052734375
3209,-0.004150391,-0.001953125,0.94970703,-0.042569004,-0.040440552,-0.001064225,0.002441406,-4.8828125E-4-0.998535160.052734375
3213,-0.004150391,-0.001953125,0.94970703,-0.042569004,-0.040440552,-0.001064225,0.002441406,-4.8828125E-4-0.998535160.052734375
3218,-0.005615234,0.001953125,0.9484863,-0.04363323,-0.040440552,-0.001064225,0.001953125,0.0-0.998535160.052734375
3224,-0.005615234,0.001953125,0.9484863,-0.04363323,-0.040440552,-0.001064225,0.001953125,0.0-0.998535160.052734375
3229,-0.005615234,0.001953125,0.9484863,-0.04363323,-0.040440552,-0.001064225,0.001953125,0.0-0.998535160.052734375
3234,-0.005615234,0.001953125,0.9484863,-0.04363323,-0.040440552,-0.001064225,0.001953125,0.0-0.998535160.052734375
3240,-0.005615234,0.001953125,0.9484863,-0.04363323,-0.040440552,-0.001064225,0.001953125,0.0-0.998535160.052734375
3245,-0.005615234,0.001953125,0.9484863,-0.04363323,-0.040440552,-0.001064225,0.001953125,0.0-0.998535160.052734375
3250,-0.007080078,0.002197266,0.94628906,-0.042569004,-0.040440552,-0.001064225,0.002441406,-4.8828125E-4-0.998535160.052734375
3256,-0.006591797,4.88E-04,0.9482422,-0.042569004,-0.03937633,-0.001064225,0.002441406,0.0-0.998535160.052734375
3274,-0.004150391,0,0.94799805,-0.042569004,-0.040440552,-0.001064225,0.003417969,0.0-0.998535160.052734375
3279,-0.004150391,0,0.94799805,-0.042569004,-0.040440552,-0.001064225,0.003417969,0.0-0.998535160.052734375
3285,-0.004394531,4.88E-04,0.94677734,-0.042569004,-0.03937633,0,0.002441406,0.0-0.998535160.052734375
3290,-0.004394531,4.88E-04,0.94677734,-0.042569004,-0.03937633,0,0.002441406,0.0-0.998535160.052734375
3295,-0.005126953,7.32E-04,0.94970703,-0.042569004,-0.03937633,0,0.001953125,0.0-0.998535160.052734375
3300,-0.005126953,7.32E-04,0.94970703,-0.042569004,-0.03937633,0,0.001953125,0.0-0.998535160.052734375
3305,-0.006347656,0.003173828,0.9511719,-0.042569004,-0.040440552,0,0.002441406,0.0-0.998535160.052734375
3310,-0.006347656,0.003173828,0.9511719,-0.042569004,-0.040440552,0,0.002441406,0.0-0.998535160.052734375
