1.8210449,-0.51220703,0.34570313,1.0887023,-0.5810669,-0.4203689,-0.18701172,-0.91064453,-0.068847656,0.3618164
1.4152832,-0.1508789,0.5251465,1.720852,-0.5353052,-0.54062635,-0.18261719,-0.9057617,-0.0625,0.37695313
0.9926758,0.005371094,0.97436523,1.9060272,-0.31181794,-0.6906821,-0.17578125,-0.90185547,-0.055664063,0.39111328
0.9926758,0.005371094,0.97436523,1.9060272,-0.31181794,-0.6906821,-0.17578125,-0.90185547,-0.055664063,0.39111328
0.9926758,0.005371094,0.97436523,1.9060272,-0.31181794,-0.6906821,-0.17578125,-0.90185547,-0.055664063,0.39111328
0.77734375,0.2685547,1.4333496,1.5005574,-0.097908705,-0.8237102,-0.1694336,-0.8989258,-0.048828125,0.4013672
0.79345703,0.6796875,1.779541,0.6034156,0.026605628,-0.9269401,-0.1694336,-0.8989258,-0.048828125,0.4013672
0.79345703,0.6796875,1.779541,0.6034156,0.026605628,-0.9269401,-0.1640625,-0.8964844,-0.044433594,0.40820313
0.69677734,0.5842285,1.7536621,-0.6662049,0.097908705,-1.0748674,-0.1640625,-0.8964844,-0.044433594,0.40820313
0.69677734,0.5842285,1.7536621,-0.6662049,0.097908705,-1.0748674,-0.16064453,-0.89501953,-0.044921875,0.41357422
0.4675293,0.46069336,1.6962891,-1.6729618,0.16814756,-1.0716747,-0.16064453,-0.89501953,-0.044921875,0.41357422
0.4675293,0.46069336,1.6962891,-1.6729618,0.16814756,-1.0716747,-0.16210938,-0.8959961,-0.04736328,0.41064453
0.4267578,0.3371582,1.6201172,-2.1859183,0.26073515,-1.1259501,-0.16552734,-0.8959961,-0.05517578,0.40820313
0.4267578,0.3371582,1.6201172,-2.1859183,0.26073515,-1.1259501,-0.16552734,-0.8959961,-0.05517578,0.40820313
0.38476563,-0.024658203,1.541748,-2.462617,0.24370755,-1.3079326,-0.17089844,-0.8959961,-0.064453125,0.4038086
