Trial03
Date:,2017/07/11
Time:,16:59:08
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C
Field #,X,Y,Z,X,Y,Z,X,Y,Z
742,-386.010101,301.947327,937.680908,-378.227081,201.414261,934.773132,-329.656219,254.129196,985.429565
743,-386.084839,301.931946,937.417542,-378.291382,201.413910,934.508850,-329.909119,254.110321,985.361206
744,-386.157532,301.916229,937.158508,-378.352753,201.414841,934.246826,-330.158447,254.091583,985.292603
745,-386.228485,301.900543,936.903320,-378.411377,201.416962,933.986877,-330.404480,254.072891,985.223816
746,-386.298065,301.885223,936.651733,-378.467682,201.420044,933.729126,-330.647339,254.054276,985.154724
747,-386.366608,301.870392,936.403442,-378.522034,201.423859,933.473572,-330.887238,254.035782,985.085388
748,-386.434479,301.856171,936.158325,-378.574890,201.428101,933.220215,-331.124298,254.017426,985.015930
749,-386.501984,301.842651,935.916260,-378.626678,201.432495,932.968994,-331.358734,253.999100,984.946289
750,-386.569305,301.830048,935.676941,-378.677734,201.436798,932.719788,-331.590851,253.980621,984.876648
751,-386.636566,301.818604,935.440002,-378.728271,201.440857,932.472351,-331.820953,253.961746,984.807068
752,-386.703766,301.808655,935.204895,-378.778503,201.444534,932.226257,-332.049469,253.942307,984.737366
753,-386.770813,301.800415,934.971008,-378.828552,201.447739,931.981323,-332.276703,253.922195,984.667542
754,-386.837555,301.794006,934.737732,-378.878662,201.450394,931.737244,-332.502899,253.901428,984.597534
755,-386.903748,301.789276,934.504700,-378.929016,201.452347,931.493958,-332.728241,253.880081,984.527222
756,-386.969177,301.785980,934.271362,-378.979675,201.453491,931.251404,-332.952911,253.858307,984.456482
757,-387.033539,301.783661,934.037354,-379.030792,201.453751,931.009460,-333.177155,253.836319,984.385315
758,-387.096527,301.781982,933.802368,-379.082367,201.453049,930.768066,-333.401154,253.814285,984.313660
759,-387.157806,301.780670,933.566040,-379.134399,201.451355,930.527039,-333.625183,253.792313,984.241516
760,-387.217072,301.779449,933.328247,-379.186829,201.448639,930.286316,-333.849457,253.770462,984.168823
761,-387.274078,301.778015,933.088867,-379.239563,201.444946,930.045715,-334.074158,253.748734,984.095520
762,-387.328735,301.775940,932.848206,-379.292389,201.440384,929.805298,-334.299377,253.727127,984.021545
763,-387.381134,301.772705,932.606812,-379.345154,201.435135,929.565002,-334.524994,253.705658,983.946777
764,-387.431580,301.767883,932.365540,-379.397614,201.429474,929.324951,-334.750763,253.684372,983.871277
765,-387.480286,301.761230,932.125366,-379.449493,201.423706,929.085327,-334.976227,253.663284,983.794983
766,-387.527374,301.752838,931.887085,-379.500519,201.418213,928.846558,-335.200684,253.642410,983.718140
767,-387.572845,301.742981,931.651733,-379.550476,201.413300,928.609253,-335.423157,253.621750,983.640930
768,-387.616638,301.731964,931.420288,-379.599121,201.409286,928.374329,-335.642517,253.601181,983.563599
769,-387.658661,301.720123,931.194153,-379.646332,201.406387,928.143066,-335.857361,253.580612,983.486694
770,-387.698853,301.707794,930.974792,-379.691925,201.404770,927.916992,-336.066071,253.559967,983.410645
771,-387.737061,301.695343,930.764160,-379.735718,201.404526,927.697998,-336.266907,253.539291,983.336182
772,-387.773193,301.683136,930.564087,-379.777496,201.405701,927.488037,-336.458008,253.518799,983.263916
773,-387.807129,301.671631,930.376526,-379.816956,201.408295,927.289429,-336.637634,253.498840,983.194641
774,-387.838623,301.661255,930.203247,-379.853821,201.412170,927.104248,-336.804016,253.479813,983.129150
775,-387.867493,301.652374,930.045837,-379.887787,201.417145,926.934570,-336.955719,253.462204,983.068298
776,-387.893524,301.645233,929.905396,-379.918549,201.422897,926.782043,-337.091553,253.446396,983.012817
777,-387.916504,301.640076,929.782471,-379.945831,201.429153,926.647644,-337.210846,253.432693,982.963135
778,-387.936310,301.636963,929.677124,-379.969513,201.435577,926.531738,-337.313446,253.421173,982.919678
779,-387.952942,301.635742,929.588623,-379.989563,201.441895,926.433838,-337.399841,253.411789,982.882385
780,-387.966583,301.636169,929.515930,-380.006073,201.447845,926.352722,-337.471069,253.404404,982.851135
781,-387.977570,301.637878,929.457458,-380.019318,201.453278,926.286926,-337.528625,253.398773,982.825562
782,-387.986389,301.640533,929.411499,-380.029755,201.458069,926.234497,-337.574249,253.394684,982.804993
783,-387.993530,301.643921,929.376160,-380.037872,201.462234,926.193298,-337.609924,253.391891,982.788879
784,-387.999481,301.647827,929.349487,-380.044281,201.465836,926.161316,-337.637512,253.390213,982.776428
785,-388.004669,301.652222,929.329712,-380.049530,201.468994,926.136658,-337.658844,253.389450,982.766907
786,-388.009399,301.656982,929.315125,-380.054077,201.471848,926.117676,-337.675537,253.389465,982.759705
787,-388.013947,301.662140,929.304382,-380.058228,201.474518,926.102844,-337.688934,253.390121,982.754211
788,-388.018433,301.667511,929.296326,-380.062134,201.477066,926.091064,-337.700073,253.391312,982.750061
