155.810272,197.77919,55.575066,156.211914,333.889465,56.071365,42.061565,265.023193,56.379066
155.809143,197.769363,55.5751,156.230942,333.878998,56.07312,42.068134,265.028015,56.381123
155.808136,197.759705,55.575291,156.250046,333.868683,56.075031,42.07473,265.032776,56.383362
155.807281,197.750641,55.575642,156.268478,333.858978,56.077053,42.081062,265.03717,56.385727
155.80661,197.742508,55.576126,156.28566,333.85022,56.079113,42.086895,265.041107,56.388149
155.806091,197.735458,55.576744,156.301208,333.842621,56.081127,42.092052,265.044434,56.390549
155.805664,197.729538,55.577477,156.314957,333.836243,56.083,42.096436,265.047119,56.392818
155.805267,197.724686,55.578285,156.326782,333.831055,56.084621,42.099979,265.049194,56.394852
155.80484,197.720779,55.579113,156.336655,333.826904,56.085884,42.102695,265.050629,56.396576
155.804367,197.717621,55.579865,156.34462,333.823608,56.086697,42.104626,265.051514,56.397934
155.803818,197.714966,55.580463,156.350769,333.820953,56.087025,42.105862,265.051819,56.398895
155.803238,197.712616,55.580814,156.355225,333.818634,56.086872,42.106483,265.051575,56.399441
155.802673,197.710464,55.580841,156.358185,333.816498,56.086273,42.106594,265.050842,56.399563
155.802185,197.708405,55.580486,156.359818,333.814362,56.085285,42.106281,265.049591,56.399261
155.801819,197.706421,55.579723,156.360352,333.812042,56.08395,42.105644,265.047882,56.398548
155.80162,197.704453,55.578564,156.360001,333.809509,56.082302,42.104774,265.045685,56.39743
155.80159,197.702438,55.577045,156.358963,333.806702,56.08036,42.103767,265.043091,56.395931
155.801773,197.700333,55.575222,156.357391,333.80365,56.078144,42.102726,265.040192,56.394073
155.802109,197.69809,55.573162,156.355453,333.800415,56.075691,42.101715,265.037048,56.391895
155.802597,197.695694,55.570919,156.353302,333.797028,56.073059,42.100788,265.033783,56.389446
155.803238,197.693192,55.568569,156.351059,333.793671,56.070332,42.099976,265.030457,56.386765
155.803986,197.690613,55.566185,156.348862,333.790375,56.067604,42.099289,265.027161,56.383881
155.804871,197.688019,55.563843,156.346786,333.787292,56.064987,42.098747,265.023956,56.380856
155.805832,197.685471,55.561607,156.344879,333.784485,56.06255,42.098385,265.020935,56.377766
155.806824,197.683014,55.559559,156.343185,333.781982,56.060356,42.09824,265.018188,56.374714
155.8078,197.68071,55.557789,156.341705,333.779907,56.05843,42.098347,265.015747,56.371838
155.808716,197.67865,55.556404,156.340439,333.778229,56.056797,42.098728,265.013672,56.36924
155.809586,197.676865,55.555515,156.339432,333.777008,56.055458,42.0994,265.011993,56.367004
155.81044,197.675385,55.55521,156.338684,333.776306,56.054413,42.100372,265.010712,56.365166
155.811386,197.674179,55.555542,156.338272,333.776093,56.05365,42.101658,265.009949,56.363731
155.812469,197.673218,55.556541,156.338196,333.776398,56.053143,42.103256,265.009766,56.362701
155.813751,197.672485,55.55822,156.338516,333.777191,56.052853,42.105133,265.010132,56.362076
155.815262,197.671951,55.560558,156.339218,333.778473,56.052731,42.107239,265.011139,56.361847
155.816971,197.67157,55.56353,156.340332,333.780243,56.052731,42.109528,265.012726,56.362007
155.818848,197.671387,55.567047,156.341843,333.782471,56.052826,42.111969,265.014984,56.362534
155.820847,197.671432,55.570999,156.343689,333.785095,56.053032,42.114525,265.017822,56.3634
155.822861,197.671783,55.575237,156.34584,333.788025,56.05336,42.117153,265.02121,56.364559
155.824768,197.672531,55.579578,156.348221,333.791138,56.053818,42.119808,265.025024,56.365978
155.826431,197.673798,55.583828,156.350784,333.794312,56.054379,42.12244,265.029205,56.367611
155.827759,197.675644,55.587818,156.353485,333.797516,56.054985,42.125004,265.033691,56.369385
155.828705,197.678024,55.59148,156.356277,333.800659,56.055599,42.127472,265.038452,56.371243
155.829269,197.680847,55.594788,156.359131,333.803619,56.05619,42.129799,265.043427,56.373116
155.829498,197.68396,55.597713,156.362061,333.806274,56.056767,42.13195,265.048523,56.374939
155.829407,197.687256,55.600155,156.365051,333.808502,56.057312,42.133896,265.05365,56.376652
155.828995,197.690689,55.601974,156.368103,333.810211,56.0578,42.135605,265.058655,56.378166
155.828354,197.694107,55.603088,156.37117,333.811401,56.058159,42.137089,265.063416,56.379402
155.827637,197.697281,55.603519,156.374222,333.811981,56.058311,42.138382,265.06781,56.380264
155.827057,197.699982,55.603367,156.377167,333.812042,56.058193,42.139553,265.071625,56.380672
155.826874,197.701981,55.602715,156.379868,333.811646,56.057739,42.140663,265.074615,56.380566
155.827316,197.703125,55.601608,156.382141,333.810913,56.056892,42.141777,265.076477,56.379894
155.828629,197.703384,55.600067,156.383728,333.809998,56.055622,42.142944,265.076843,56.378639
155.831085,197.702728,55.598072,156.384293,333.80899,56.053905,42.144176,265.075226,56.376816
155.8349,197.701233,55.595558,156.383347,333.808014,56.051758,42.145451,265.071075,56.374454
155.840302,197.698975,55.592457,156.38031,333.807159,56.049229,42.146683,265.063721,56.371597
155.847504,197.696045,55.588741,156.374512,333.806396,56.046402,42.147732,265.052429,56.368298
155.856781,197.692429,55.584465,156.365219,333.805664,56.043404,42.148418,265.036438,56.364616
155.8685,197.688004,55.579838,156.351669,333.80481,56.04039,42.148518,265.014954,56.360619
155.88298,197.682617,55.575142,156.33313,333.803772,56.037533,42.147785,264.987152,56.356361
155.900528,197.676147,55.570633,156.308899,333.802429,56.035004,42.145927,264.952301,56.351898
155.921341,197.668594,55.566502,156.278397,333.80072,56.032978,42.142643,264.90976,56.347305
155.94548,197.660034,55.562843,156.24118,333.798584,56.031612,42.137608,264.85907,56.342678
155.97287,197.650665,55.559685,156.196945,333.796021,56.03104,42.130501,264.800018,56.3381
156.00325,197.640793,55.556961,156.145615,333.792969,56.031349,42.121006,264.732635,56.333622
156.036224,197.630829,55.554516,156.08728,333.789551,56.032597,42.108826,264.657257,56.329216
156.071259,197.621124,55.552166,156.022263,333.785736,56.034801,42.093697,264.574524,56.324749
156.107666,197.612,55.54977,155.951035,333.781616,56.037964,42.07542,264.485291,56.320015
156.144638,197.603607,55.547298,155.874329,333.777161,56.042061,42.05386,264.390686,56.314747
156.181305,197.596054,55.544758,155.793015,333.772491,56.047092,42.029022,264.292084,56.308655
156.216782,197.589447,55.542164,155.708145,333.76767,56.053051,42.001102,264.191132,56.301468
156.250229,197.583908,55.539536,155.620987,333.762817,56.059971,41.97049,264.089569,56.292953
156.280914,197.579498,55.536903,155.532959,333.758148,56.067909,41.937778,263.989349,56.282925
156.308289,197.576263,55.534317,155.445557,333.753784,56.076969,41.903721,263.892334,56.271248
156.331985,197.574173,55.531834,155.360321,333.749908,56.08733,41.869144,263.800323,56.257854
156.351761,197.573135,55.529526,155.278839,333.746704,56.099209,41.834881,263.714996,56.242771
156.367493,197.573013,55.527447,155.202652,333.744354,56.112831,41.801754,263.637878,56.226139
156.379166,197.573685,55.525597,155.133301,333.743073,56.128418,41.770554,263.570374,56.208256
156.386871,197.575073,55.523907,155.072311,333.743042,56.146164,41.742065,263.513855,56.189613
156.390915,197.577194,55.522278,155.021133,333.744415,56.16629,41.717091,263.469421,56.17094
156.391739,197.580078,55.520622,154.98114,333.747375,56.189053,41.696465,263.438049,56.15329
156.390045,197.583771,55.518879,154.953552,333.751984,56.214787,41.681053,263.42038,56.138096
156.386795,197.588409,55.517002,154.939362,333.758392,56.243938,41.671749,263.416565,56.127308
156.383179,197.594055,55.514965,154.939285,333.766541,56.277092,41.669445,263.426178,56.123451
156.38063,197.600739,55.512787,154.953705,333.776306,56.31501,41.67506,263.448212,56.129704
156.38089,197.608246,55.510563,154.982727,333.787201,56.358597,41.689556,263.480896,56.149948
156.385986,197.616058,55.508492,155.02623,333.798462,56.40889,41.714001,263.52182,56.188782
156.3983,197.623322,55.506859,155.084045,333.80899,56.466984,41.749588,263.567871,56.251476
156.420502,197.62886,55.506054,155.156021,333.817413,56.534,41.797695,263.615448,56.343945
156.455536,197.631195,55.506546,155.242218,333.822021,56.611031,41.859909,263.660431,56.472618
