Trial09
Date:,2017/07/11
Time:,17:10:36
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C
Field #,X,Y,Z,X,Y,Z,X,Y,Z
943,-390.503448,299.466858,948.743652,-369.465820,200.349747,945.312317,-322.219482,260.672821,988.291260
944,-390.805450,298.758636,948.829346,-368.922668,199.855865,945.394470,-322.124908,260.614563,988.301758
945,-391.109344,298.023499,948.923096,-368.342224,199.342651,945.485168,-322.022736,260.557648,988.312317
946,-391.411865,297.265594,949.026733,-367.727417,198.814346,945.586975,-321.910614,260.503265,988.323242
947,-391.709686,296.489502,949.141724,-367.081604,198.275314,945.702271,-321.786682,260.452454,988.334778
948,-391.999756,295.699799,949.269043,-366.408569,197.729813,945.832703,-321.649506,260.406158,988.347229
949,-392.279327,294.901062,949.409668,-365.712219,197.181885,945.979492,-321.498138,260.365082,988.360840
950,-392.546204,294.097351,949.564087,-364.996429,196.635284,946.143311,-321.332031,260.329834,988.375916
951,-392.798767,293.292114,949.732910,-364.264923,196.093338,946.324280,-321.151093,260.300812,988.392639
952,-393.035919,292.488373,949.916504,-363.521118,195.558945,946.522217,-320.955444,260.278412,988.411255
953,-393.257141,291.688538,950.114929,-362.768005,195.034561,946.736450,-320.745544,260.262909,988.431641
954,-393.462219,290.894348,950.328186,-362.008179,194.522156,946.966309,-320.522034,260.254791,988.453735
955,-393.651276,290.107086,950.556091,-361.243744,194.023331,947.210693,-320.285675,260.254639,988.477295
956,-393.824677,289.327545,950.798340,-360.476318,193.539413,947.468567,-320.037292,260.263062,988.502014
957,-393.983093,288.555969,951.054321,-359.707092,193.071365,947.738708,-319.777802,260.280701,988.527466
958,-394.127380,287.792206,951.323608,-358.936768,192.619888,948.020020,-319.508270,260.307953,988.553467
959,-394.258667,287.035645,951.605408,-358.165649,192.185303,948.311096,-319.229858,260.345062,988.579712
960,-394.378357,286.285309,951.898804,-357.393768,191.767654,948.610657,-318.943970,260.391937,988.606201
961,-394.487946,285.539886,952.202881,-356.620941,191.366623,948.917175,-318.652039,260.448303,988.632690
962,-394.589020,284.797974,952.516296,-355.846802,190.981659,949.229126,-318.355713,260.513794,988.659180
963,-394.682922,284.058167,952.837524,-355.070892,190.612015,949.544739,-318.056580,260.587952,988.685364
964,-394.770844,283.319244,953.164795,-354.292877,190.256851,949.862366,-317.756348,260.670227,988.711121
965,-394.853485,282.580566,953.495789,-353.512421,189.915237,950.180237,-317.456604,260.759918,988.736145
966,-394.931000,281.842133,953.827942,-352.729523,189.586288,950.496704,-317.158936,260.856171,988.760376
967,-395.003052,281.104767,954.158508,-351.944305,189.269165,950.809998,-316.864807,260.958130,988.783569
968,-395.069031,280.369781,954.484558,-351.157074,188.963211,951.118774,-316.575378,261.064941,988.805664
969,-395.128143,279.638824,954.803345,-350.368195,188.667969,951.421753,-316.291595,261.175842,988.826599
970,-395.179413,278.913574,955.112610,-349.578033,188.383179,951.717834,-316.014160,261.290131,988.846313
971,-395.221893,278.195648,955.410400,-348.786987,188.108704,952.006409,-315.743500,261.407318,988.864685
972,-395.254852,277.486237,955.695435,-347.995300,187.844543,952.287048,-315.479919,261.527039,988.881653
973,-395.277802,276.785889,955.967163,-347.203003,187.590759,952.559631,-315.223541,261.649078,988.897156
974,-395.290710,276.094482,956.225830,-346.409821,187.347473,952.824219,-314.974274,261.773499,988.911194
975,-395.293762,275.411163,956.472168,-345.615234,187.114700,953.081360,-314.731873,261.900391,988.923706
976,-395.287506,274.734589,956.707458,-344.818481,186.892349,953.331726,-314.495880,262.030029,988.934875
977,-395.272583,274.062775,956.933350,-344.018555,186.680267,953.576111,-314.265839,262.162567,988.944702
978,-395.249756,273.393433,957.151794,-343.214264,186.478195,953.815613,-314.041138,262.298279,988.953369
979,-395.219757,272.724030,957.364868,-342.404236,186.285782,954.051331,-313.821167,262.437286,988.960876
980,-395.183411,272.051880,957.574707,-341.587158,186.102463,954.284485,-313.605255,262.579651,988.967285
981,-395.141510,271.374420,957.783386,-340.761658,185.927597,954.515991,-313.392792,262.725342,988.972595
982,-395.094757,270.689117,957.992676,-339.926544,185.760529,954.746704,-313.183228,262.874298,988.976685
983,-395.043610,269.993958,958.204102,-339.080780,185.600693,954.977051,-312.976074,263.026306,988.979553
984,-394.988403,269.287170,958.418762,-338.223541,185.447617,955.207397,-312.771118,263.181213,988.981201
985,-394.929291,268.567627,958.637512,-337.354279,185.301041,955.438049,-312.568237,263.338959,988.981812
986,-394.866180,267.834839,958.860779,-336.472717,185.160858,955.669189,-312.367432,263.499695,988.981506
987,-394.798889,267.089020,959.088989,-335.578857,185.027267,955.901184,-312.168762,263.663818,988.980286
988,-394.726898,266.331055,959.322266,-334.673096,184.900803,956.134277,-311.972168,263.831879,988.978088
989,-394.649597,265.562439,959.560730,-333.756104,184.782257,956.368835,-311.777557,264.004669,988.974976
990,-394.566315,264.785126,959.804688,-332.828796,184.672745,956.605164,-311.584656,264.183044,988.970825
991,-394.476349,264.001587,960.054199,-331.892395,184.573563,956.843567,-311.393127,264.367889,988.965393
992,-394.378845,263.214478,960.309570,-330.948303,184.486191,957.084229,-311.202545,264.560120,988.958679
993,-394.273071,262.426758,960.570862,-329.998047,184.412064,957.327271,-311.012543,264.760468,988.950378
994,-394.158173,261.641388,960.838257,-329.043091,184.352478,957.572937,-310.822723,264.969604,988.940369
995,-394.033478,260.861298,961.111755,-328.084869,184.308472,957.821411,-310.632813,265.188171,988.928528
996,-393.898254,260.089325,961.391418,-327.124664,184.280792,958.073059,-310.442596,265.416565,988.914612
997,-393.751984,259.328094,961.677063,-326.163666,184.269928,958.328369,-310.251923,265.655121,988.898560
998,-393.594208,258.579865,961.968384,-325.202911,184.276062,958.587708,-310.060730,265.903992,988.880310
999,-393.424591,257.846588,962.264954,-324.243195,184.299118,958.851501,-309.869049,266.163147,988.859863
1000,-393.242981,257.129700,962.566101,-323.285248,184.338699,959.120239,-309.676880,266.432434,988.837097
1001,-393.049316,256.430450,962.870728,-322.329620,184.394135,959.394226,-309.484375,266.711487,988.811890
1002,-392.843719,255.749786,963.177673,-321.376862,184.464554,959.673950,-309.291718,266.999939,988.784180
1003,-392.626495,255.088364,963.485657,-320.427673,184.548874,959.959717,-309.099182,267.297272,988.753845
1004,-392.398102,254.446564,963.793335,-319.482941,184.646057,960.251831,-308.907104,267.603058,988.720764
1005,-392.159241,253.824310,964.099854,-318.543549,184.755157,960.550720,-308.715881,267.916840,988.684692
1006,-391.910706,253.221024,964.404846,-317.610626,184.875412,960.856445,-308.525909,268.238342,988.645508
1007,-391.653503,252.635757,964.708679,-316.685333,185.006485,961.169067,-308.337616,268.567352,988.603333
1008,-391.388641,252.067566,965.012268,-315.768921,185.148376,961.488464,-308.151367,268.903564,988.558105
1009,-391.117096,251.515793,965.316650,-314.862640,185.301407,961.814392,-307.967346,269.246887,988.510010
1010,-390.839691,250.980453,965.623047,-313.967682,185.466187,962.146423,-307.785614,269.597198,988.459106
1011,-390.557098,250.462204,965.932495,-313.085083,185.643356,962.484131,-307.605988,269.954376,988.405457
1012,-390.269806,249.962173,966.245972,-312.215576,185.833374,962.827515,-307.428192,270.318481,988.349182
1013,-389.978271,249.481552,966.564331,-311.359558,186.036453,963.176880,-307.251831,270.689606,988.290100
1014,-389.682983,249.021545,966.888367,-310.516968,186.252640,963.532715,-307.076447,271.067963,988.227966
1015,-389.384277,248.583130,967.218750,-309.687653,186.481995,963.895386,-306.901672,271.453918,988.162659
1016,-389.082520,248.167099,967.556091,-308.871216,186.724731,964.264832,-306.727203,271.847839,988.093994
1017,-388.778076,247.774094,967.900757,-308.067444,186.981140,964.640869,-306.552856,272.250122,988.021912
1018,-388.471252,247.404572,968.252869,-307.276154,187.251602,965.022766,-306.378448,272.661041,987.946472
1019,-388.162262,247.058807,968.612366,-306.497406,187.536514,965.409729,-306.203857,273.080688,987.867615
1020,-387.851349,246.736862,968.978943,-305.731293,187.836182,965.800781,-306.029053,273.509003,987.785278
1021,-387.538605,246.438751,969.352234,-304.977875,188.150864,966.194946,-305.853912,273.945892,987.699219
1022,-387.223969,246.164383,969.731689,-304.236969,188.480759,966.591003,-305.678375,274.391113,987.609192
1023,-386.907501,245.913589,970.116699,-303.508270,188.825974,966.988159,-305.502502,274.844452,987.514832
1024,-386.589172,245.686066,970.506653,-302.791290,189.186417,967.385559,-305.326385,275.305603,987.415771
1025,-386.269104,245.481430,970.901184,-302.085632,189.561844,967.782837,-305.150330,275.774200,987.311890
1026,-385.947388,245.299179,971.299805,-301.390930,189.951767,968.179749,-304.974640,276.249878,987.203064
1027,-385.624298,245.138748,971.702148,-300.706848,190.355484,968.576294,-304.799744,276.732178,987.089294
1028,-385.300079,244.999466,972.107971,-300.033081,190.772202,968.972534,-304.625977,277.220703,986.970398
1029,-384.975006,244.880569,972.516785,-299.369263,191.200943,969.368591,-304.453735,277.715027,986.846436
1030,-384.649353,244.781158,972.928284,-298.715027,191.640839,969.764771,-304.283356,278.214691,986.717346
1031,-384.323517,244.700211,973.342224,-298.069977,192.091080,970.161377,-304.115082,278.719269,986.583130
1032,-383.997833,244.636749,973.758362,-297.433716,192.551025,970.558716,-303.949158,279.228363,986.443542
1033,-383.672607,244.589996,974.176514,-296.805786,193.020157,970.957031,-303.785706,279.741730,986.298523
1034,-383.347992,244.559357,974.596375,-296.185852,193.498123,971.356506,-303.624847,280.259216,986.147583
1035,-383.024017,244.544403,975.017700,-295.573517,193.984756,971.756958,-303.466675,280.780823,985.990540
1036,-382.700592,244.544800,975.440186,-294.968475,194.480011,972.158264,-303.311218,281.306671,985.826721
1037,-382.377686,244.560226,975.863586,-294.370422,194.983887,972.560059,-303.158539,281.836792,985.655762
1038,-382.055298,244.590454,976.287659,-293.779175,195.496506,972.962097,-303.008728,282.371216,985.477173
1039,-381.733337,244.635315,976.712158,-293.194580,196.017990,973.363892,-302.861847,282.909851,985.290405
1040,-381.411621,244.694870,977.136658,-292.616760,196.548492,973.765198,-302.717987,283.452667,985.095154
1041,-381.090027,244.769394,977.560669,-292.045837,197.088104,974.165710,-302.577179,283.999664,984.890991
1042,-380.768250,244.859238,977.983765,-291.482025,197.636841,974.565430,-302.439301,284.550934,984.677612
1043,-380.446075,244.964996,978.405334,-290.925568,198.194656,974.964172,-302.304138,285.106567,984.454834
1044,-380.123322,245.087463,978.825134,-290.376709,198.761459,975.362000,-302.171387,285.666626,984.222473
1045,-379.799927,245.227722,979.242676,-289.835632,199.337234,975.759033,-302.040527,286.231110,983.980408
1046,-379.475800,245.387039,979.657837,-289.302551,199.922028,976.155396,-301.911041,286.800140,983.728455
1047,-379.150970,245.566849,980.070557,-288.777557,200.516068,976.551392,-301.782166,287.374023,983.466370
1048,-378.825409,245.768661,980.481079,-288.260742,201.119705,976.947144,-301.653229,287.953217,983.193604
1049,-378.499146,245.994019,980.889526,-287.752106,201.733475,977.343079,-301.523376,288.538361,982.909790
1050,-378.172089,246.244431,981.296143,-287.251526,202.358032,977.739441,-301.391815,289.130127,982.614258
1051,-377.844147,246.521210,981.701172,-286.758789,202.994080,978.136597,-301.257782,289.729309,982.306580
1052,-377.515198,246.825439,982.104797,-286.273712,203.642212,978.534851,-301.120575,290.336548,981.986328
1053,-377.185181,247.157959,982.507019,-285.795929,204.302963,978.934448,-300.979736,290.952393,981.653137
1054,-376.853973,247.519241,982.907776,-285.325043,204.976700,979.335388,-300.834839,291.577271,981.306885
1055,-376.521637,247.909363,983.306824,-284.860657,205.663681,979.737488,-300.685730,292.211273,980.947327
1056,-376.188141,248.327942,983.703735,-284.402222,206.364029,980.140503,-300.532440,292.854370,980.574402
1057,-375.853638,248.774109,984.097961,-283.949249,207.077789,980.543701,-300.375153,293.506226,980.188171
1058,-375.518311,249.246719,984.488892,-283.501251,207.804901,980.946411,-300.214233,294.166321,979.788879
1059,-375.182404,249.744370,984.875854,-283.057739,208.545166,981.347717,-300.050110,294.833923,979.376709
1060,-374.846161,250.265564,985.258301,-282.618378,209.298248,981.746643,-299.883209,295.508240,978.951904
1061,-374.509857,250.808792,985.635498,-282.182922,210.063736,982.142334,-299.714050,296.188446,978.514648
1062,-374.173737,251.372589,986.006653,-281.751190,210.841141,982.533936,-299.543060,296.873657,978.065002
1063,-373.838043,251.955643,986.371094,-281.323181,211.629990,982.920593,-299.370697,297.562927,977.603088
1064,-373.503021,252.556900,986.728149,-280.899017,212.429825,983.301636,-299.197357,298.255219,977.128784
1065,-373.168793,253.175522,987.077026,-280.478882,213.240219,983.676208,-299.023254,298.949524,976.641724
1066,-372.835480,253.810944,987.417175,-280.062988,214.060730,984.043701,-298.848724,299.644775,976.141479
1067,-372.503174,254.462860,987.748047,-279.651489,214.890991,984.403503,-298.673950,300.339874,975.627075
1068,-372.171844,255.131119,988.069275,-279.244690,215.730591,984.754883,-298.499054,301.033539,975.097717
1069,-371.841461,255.815689,988.380493,-278.842743,216.579071,985.097290,-298.324097,301.724487,974.552246
1070,-371.512024,256.516693,988.681274,-278.446014,217.435898,985.430298,-298.149139,302.411285,973.989685
1071,-371.183472,257.234344,988.971313,-278.054749,218.300537,985.753296,-297.974182,303.092499,973.409058
1072,-370.855713,257.968872,989.250305,-277.669281,219.172363,986.065918,-297.799072,303.766815,972.809692
1073,-370.528442,258.720551,989.517822,-277.289856,220.050659,986.367737,-297.623596,304.433075,972.191223
1074,-370.201416,259.489532,989.773621,-276.916626,220.934616,986.658386,-297.447266,305.090515,971.553955
1075,-369.874176,260.275787,990.017334,-276.549683,221.823303,986.937561,-297.269501,305.738953,970.898743
1076,-369.546295,261.079193,990.248535,-276.188965,222.715759,987.204773,-297.089600,306.378510,970.226929
1077,-369.217316,261.899384,990.467041,-275.834320,223.611023,987.459656,-296.906830,307.009552,969.540161
1078,-368.886841,262.735931,990.672729,-275.485474,224.508194,987.701660,-296.720490,307.632385,968.840149
1079,-368.554413,263.588409,990.865479,-275.142120,225.406387,987.930420,-296.530029,308.247253,968.128479
1080,-368.219696,264.456299,991.045288,-274.803711,226.304886,988.145508,-296.335022,308.854095,967.406311
1081,-367.882324,265.339142,991.212158,-274.469818,227.203171,988.346558,-296.135284,309.452850,966.674683
1082,-367.541931,266.236481,991.366211,-274.139862,228.100906,988.533264,-295.930542,310.043457,965.934570
1083,-367.198242,267.147980,991.507507,-273.813232,228.997955,988.705566,-295.720581,310.625763,965.186584
1084,-366.851013,268.073395,991.636292,-273.489380,229.894348,988.863647,-295.505402,311.199677,964.431152
1085,-366.500061,269.012634,991.752625,-273.167816,230.790314,989.007813,-295.285065,311.765137,963.668274
1086,-366.145355,269.965698,991.856689,-272.848145,231.686325,989.138611,-295.059906,312.322205,962.897705
1087,-365.786896,270.932709,991.948425,-272.530090,232.583069,989.256470,-294.830414,312.871063,962.118835
1088,-365.424866,271.913818,992.027588,-272.213257,233.481369,989.362122,-294.597168,313.411926,961.330872
1089,-365.059479,272.909149,992.093506,-271.897369,234.382217,989.455872,-294.360870,313.945282,960.533020
1090,-364.690918,273.918579,992.145386,-271.582092,235.286636,989.538269,-294.122345,314.471527,959.724426
1091,-364.319366,274.941986,992.182495,-271.267029,236.195496,989.609497,-293.882202,314.991150,958.904541
1092,-363.944794,275.979004,992.204041,-270.951721,237.109360,989.669861,-293.640808,315.504486,958.073181
1093,-363.567047,277.029327,992.209534,-270.635773,238.028336,989.719360,-293.398041,316.011627,957.230286
1094,-363.185699,278.092529,992.198669,-270.318726,238.952087,989.758118,-293.153290,316.512299,956.376160
