1.0153809,-0.14672852,0.17919922,-0.4533599,-0.17878982,-1.8506875,-0.5498047,-0.7182617,-0.22705078,0.36035156,0
0.9987793,-0.08520508,0.24682617,-0.37567145,-0.13089968,-1.9060272,-0.5517578,-0.7207031,-0.22509766,0.3540039,0
0.967041,-0.06225586,0.2631836,-0.31926754,-0.05214703,-1.9177337,-0.55322266,-0.72314453,-0.22216797,0.34765625,0
0.986084,-0.11743164,0.20141602,-0.27350584,-0.010642251,-1.9837155,-0.55566406,-0.72558594,-0.21875,0.3408203,0
1.0598145,-0.16601563,0.15771484,-0.17559715,-0.025541402,-2.1007802,-0.5576172,-0.72802734,-0.21533203,0.33447266,0
1.1169434,-0.19799805,0.15014648,-0.044697456,-0.06704618,-2.2210379,-0.5595703,-0.73046875,-0.2109375,0.328125,0
1.1467285,-0.22363281,0.17993164,0.08939491,-0.10642251,-2.3615155,-0.56152344,-0.7338867,-0.20605469,0.32177734,0
1.1467285,-0.22363281,0.17993164,0.08939491,-0.10642251,-2.3615155,-0.56152344,-0.7338867,-0.20605469,0.32177734,0
1.138916,-0.44873047,0.27001953,0.3511943,-0.15218419,-2.7627285,-0.56396484,-0.74072266,-0.19335938,0.30908203,0
0.99121094,-0.58618164,0.2763672,0.4544241,-0.23519374,-3.1256292,-0.5649414,-0.7441406,-0.1850586,0.30371094,0
0.9069824,-0.701416,0.22045898,0.4533599,-0.5384979,-4.0057435,-0.56591797,-0.7470703,-0.17529297,0.30078125,0
0.9069824,-0.701416,0.22045898,0.4533599,-0.5384979,-4.0057435,-0.56591797,-0.7470703,-0.17529297,0.30078125,0
1.5866699,-0.6669922,0.031982422,0.8237102,-0.6204432,-5.033785,-0.56591797,-0.7470703,-0.17529297,0.30078125,0
1.5866699,-0.6669922,0.031982422,0.8237102,-0.6204432,-5.033785,-0.56640625,-0.75341797,-0.16308594,0.29003906,0
2.6323242,-0.91503906,0.30444336,1.3558228,-0.40759823,-5.0944457,-0.5654297,-0.7573242,-0.14892578,0.28955078,0
1.3757324,-1.0527344,-0.30786133,2.1923037,-0.59170914,-3.8088617,-0.5629883,-0.76220703,-0.13427734,0.28955078,0
1.8300781,-0.08203125,-1.4101563,3.9865873,-0.25754246,-3.5449338,-0.55615234,-0.76708984,-0.095214844,0.30566406,0
1.7453613,-0.057861328,-1.6171875,4.145157,-0.26499206,-2.3455522,-0.53271484,-0.7763672,-0.07373047,0.328125,0
1.315918,-0.21728516,-1.5461426,3.68754,-0.3905706,-1.422869,-0.5209961,-0.7832031,-0.064941406,0.33251953,0
1.2158203,-0.26391602,-1.4038086,3.0458121,-0.37992835,-1.0056927,-0.50439453,-0.79296875,-0.07714844,0.33203125,0
1.248291,-0.10253906,-1.4030762,2.4328187,-0.47251594,-0.4842224,-0.49560547,-0.7973633,-0.0703125,0.33642578,0
1.0424805,-0.08691406,-1.6162109,1.7623568,-0.6662049,0.11174364,-0.4873047,-0.80126953,-0.06738281,0.33935547,0
0.8383789,-0.02319336,-1.6789551,1.2685564,-0.6662049,0.4235616,-0.48046875,-0.80859375,-0.06933594,0.33154297,0
0.80444336,-0.14624023,-1.470459,0.96950907,-0.7438933,0.7545356,-0.47607422,-0.8149414,-0.07080078,0.3227539,0
0.76220703,-0.2019043,-1.4216309,0.80881107,-0.8237102,1.3217676,-0.4716797,-0.8203125,-0.071777344,0.31396484,0
0.671875,-0.16674805,-1.3623047,0.76517785,-0.85563695,1.9262475,-0.46728516,-0.82128906,-0.072753906,0.3178711,0
0.61987305,-0.032470703,-1.3310547,0.737508,-0.91310513,2.453039,-0.46289063,-0.8227539,-0.07470703,0.3203125,0
0.53686523,0.03466797,-1.3051758,0.58000267,-0.96950907,2.9053345,-0.45703125,-0.82373047,-0.079589844,0.3251953,0
0.4416504,0.025390625,-1.2546387,0.32352442,-1.016335,3.2778132,-0.45166016,-0.82373047,-0.08642578,0.3310547,0
0.34106445,0.012451172,-1.2321777,0.059596606,-1.0365553,3.607723,-0.44580078,-0.8232422,-0.09423828,0.33740234,0
0.24682617,0.017089844,-1.2355957,-0.17666137,-1.0237845,3.9142199,-0.44091797,-0.82177734,-0.103027344,0.34472656,0
0.24682617,0.017089844,-1.2355957,-0.17666137,-1.0237845,3.9142199,-0.44091797,-0.82177734,-0.103027344,0.34472656,0
0.24682617,0.017089844,-1.2355957,-0.17666137,-1.0237845,3.9142199,-0.44091797,-0.82177734,-0.103027344,0.34472656,0
0.24682617,0.017089844,-1.2355957,-0.17666137,-1.0237845,3.9142199,-0.44091797,-0.82177734,-0.103027344,0.34472656,0
0.14111328,0.11669922,-1.1513672,-1.1323355,-0.6576911,4.854995,-0.42041016,-0.80078125,-0.15283203,0.39746094,0
0.1027832,0.07055664,-1.1318359,-1.3419878,-0.46719483,5.1508493,-0.4165039,-0.7919922,-0.16845703,0.41210938,0
0.026611328,-0.052490234,-1.1333008,-1.4441534,-0.22348727,5.4339333,-0.41357422,-0.78271484,-0.18457031,0.42578125,0
0.026611328,-0.052490234,-1.1333008,-1.4441534,-0.22348727,5.4339333,-0.41357422,-0.78271484,-0.18457031,0.42578125,0
0.026611328,-0.052490234,-1.1333008,-1.4441534,-0.22348727,5.4339333,-0.41357422,-0.78271484,-0.18457031,0.42578125,0
0.026611328,-0.052490234,-1.1333008,-1.4441534,-0.22348727,5.4339333,-0.41357422,-0.78271484,-0.18457031,0.42578125,0
-0.001953125,-0.20483398,-1.0136719,-1.1408494,0.44165343,6.4875164,-0.40722656,-0.73046875,-0.2446289,0.49023438,0
-0.09277344,-0.25585938,-0.96655273,-0.959931,0.47783706,6.574783,-0.40527344,-0.7133789,-0.25830078,0.50927734,0
-0.09375,-0.3371582,-0.8652344,-0.71409506,0.5640393,6.368323,-0.4038086,-0.6972656,-0.26953125,0.52685547,0
-0.09375,-0.3371582,-0.8652344,-0.71409506,0.5640393,6.368323,-0.4038086,-0.6972656,-0.26953125,0.52685547,0
-0.09375,-0.3371582,-0.8652344,-0.71409506,0.5640393,6.368323,-0.4038086,-0.6972656,-0.26953125,0.52685547,0
-0.09375,-0.3371582,-0.8652344,-0.71409506,0.5640393,6.368323,-0.4038086,-0.6972656,-0.26953125,0.52685547,0
-0.09375,-0.3371582,-0.8652344,-0.71409506,0.5640393,6.368323,-0.4038086,-0.6972656,-0.26953125,0.52685547,0
0.81152344,-0.09692383,-0.17285156,0.2830839,0.72260886,5.3445387,-0.41259766,-0.6401367,-0.2788086,0.58496094,0
0.81152344,-0.09692383,-0.17285156,0.2830839,0.72260886,5.3445387,-0.41259766,-0.6401367,-0.2788086,0.58496094,0
0.9194336,-0.14941406,-0.041992188,0.40866244,0.49273622,5.0710325,-0.4091797,-0.6303711,-0.2841797,0.59472656,0
0.826416,-0.45141602,0.19482422,0.41291934,0.40759823,4.700682,-0.4013672,-0.61083984,-0.2919922,0.6166992,0
0.826416,-0.45141602,0.19482422,0.41291934,0.40759823,4.700682,-0.4013672,-0.61083984,-0.2919922,0.6166992,0
0.55615234,-0.5378418,0.21118164,0.7907193,0.3480016,3.338474,-0.39453125,-0.56591797,-0.29492188,0.6611328,0
0.37695313,0.46679688,0.9748535,0.85989386,-1.2227947,0.37992835,-0.34375,-0.51123047,-0.31640625,0.7207031,0
