Trial01
Date:,2017/07/11
Time:,16:52:01
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C,,,*1,,,*2
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3235,-334.224731,307.648529,985.765930,-335.848206,206.488052,983.966858,-263.861786,256.167542,974.874512,,,,,,
3236,-333.874176,307.648804,985.910583,-335.514191,206.492249,984.122559,-263.570679,256.164795,974.668213,,,,,,
3237,-333.525848,307.649048,986.052368,-335.182465,206.496262,984.275513,-263.283112,256.162018,974.462219,,,,,,
3238,-333.179504,307.649231,986.191345,-334.852661,206.499924,984.425720,-262.998871,256.159119,974.256348,,,,,,
3239,-332.834808,307.649292,986.327698,-334.524261,206.503235,984.573364,-262.717621,256.156036,974.050293,,,,,,
3240,-332.491425,307.649170,986.461487,-334.196625,206.506241,984.718384,-262.438965,256.152771,973.843750,,,,,,
3241,-332.148773,307.648743,986.592957,-333.869049,206.509033,984.860901,-262.162415,256.149384,973.636292,,,,,,
3242,-331.806305,307.647797,986.722534,-333.540771,206.511719,985.001099,-261.887360,256.145996,973.427368,,,,,,
3243,-331.463257,307.646210,986.850342,-333.211029,206.514328,985.138977,-261.613190,256.142822,973.216492,,,,,,
3244,-331.118805,307.643951,986.976685,-332.878998,206.516846,985.274719,-261.339203,256.140015,973.003052,,,,,,
3245,-330.772217,307.641022,987.101685,-332.543823,206.519257,985.408508,-261.064850,256.137756,972.786499,,,,,,
3246,-330.422791,307.637512,987.225464,-332.204773,206.521515,985.540466,-260.789581,256.136108,972.566345,,,,,,
3247,-330.069946,307.633484,987.348083,-331.861176,206.523575,985.670776,-260.512939,256.134979,972.342224,,,,,,
3248,-329.713318,307.628967,987.469604,-331.512543,206.525299,985.799500,-260.234589,256.134247,972.113831,,,,,,
3249,-329.352600,307.624115,987.589905,-331.158691,206.526566,985.926880,-259.954346,256.133728,971.881165,,,,,,
3250,-328.987732,307.619019,987.708923,-330.799744,206.527344,986.053040,-259.672150,256.133270,971.644226,,,,,,
3251,-328.618774,307.613922,987.826721,-330.435944,206.527756,986.177917,-259.388153,256.132751,971.403259,,,,,,
3252,-328.245972,307.608856,987.943115,-330.067749,206.527969,986.301575,-259.102661,256.132202,971.158508,,,,,,
3253,-327.869659,307.603973,988.058105,-329.695770,206.528259,986.423889,-258.815979,256.131531,970.910461,,,,,,
3254,-327.490417,307.599182,988.171570,-329.320709,206.528717,986.544922,-258.528625,256.130768,970.659485,,,,,,
3255,-327.108826,307.594482,988.283630,-328.943451,206.529373,986.664551,-258.241211,256.129791,970.406250,,,,,,
3256,-326.725586,307.589905,988.394104,-328.564728,206.530151,986.782715,-257.954468,256.128693,970.151123,,,,,,
3257,-326.341370,307.585388,988.502991,-328.185364,206.530945,986.899353,-257.669037,256.127441,969.894592,,,,,,
3258,-325.956818,307.580994,988.610168,-327.806030,206.531677,987.014404,-257.385559,256.126160,969.636963,,,,,,
3259,-325.572540,307.576630,988.715332,-327.427368,206.532288,987.127686,-257.104492,256.124969,969.378479,,,,,,
3260,-325.189056,307.572235,988.818481,-327.049896,206.532791,987.239136,-256.826080,256.123932,969.119324,,,,,,
3261,-324.806793,307.567749,988.919434,-326.674011,206.533188,987.348694,-256.550598,256.123138,968.859680,,,,,,
3262,-324.426025,307.563354,989.018066,-326.299866,206.533524,987.456177,-256.278137,256.122559,968.599670,,,,,,
3263,-324.046783,307.559143,989.114319,-325.927460,206.533890,987.561646,-256.008759,256.122101,968.339417,,,,,,
3264,-323.669037,307.555237,989.208069,-325.556549,206.534378,987.664978,-255.742432,256.121674,968.078857,,,,,,
3265,-323.292542,307.551697,989.299316,-325.186768,206.535034,987.766235,-255.478897,256.121063,967.817932,,,,,,
3266,-322.916931,307.548584,989.388062,-324.817535,206.535812,987.865356,-255.217773,256.120239,967.556335,,,,,,
3267,-322.541748,307.545929,989.474182,-324.448273,206.536575,987.962463,-254.958572,256.119141,967.293640,,,,,,
3268,-322.166290,307.543762,989.557861,-324.078186,206.537231,988.057495,-254.700729,256.117767,967.029358,,,,,,
3269,-321.789764,307.542053,989.638977,-323.706482,206.537811,988.150635,-254.443741,256.116302,966.763000,,,,,,
3270,-321.411346,307.540710,989.717773,-323.332397,206.538422,988.241821,-254.187103,256.114929,966.494080,,,,,,
3271,-321.030334,307.539642,989.794250,-322.955322,206.539200,988.331177,-253.930374,256.113922,966.222046,,,,,,
3272,-320.646118,307.538788,989.868591,-322.574799,206.540283,988.418701,-253.673233,256.113647,965.946411,,,,,,
3273,-320.258392,307.538116,989.940796,-322.190613,206.541702,988.504517,-253.415527,256.114349,965.666870,,,,,,
3274,-319.866943,307.537689,990.010925,-321.802582,206.543442,988.588745,-253.157211,256.116150,965.383240,,,,,,
3275,-319.471710,307.537537,990.079102,-321.410767,206.545456,988.671448,-252.898407,256.119019,965.095520,,,,,,
3276,-319.072876,307.537781,990.145325,-321.015381,206.547729,988.752808,-252.639297,256.122772,964.803894,,,,,,
3277,-318.670746,307.538391,990.209656,-320.616699,206.550262,988.832886,-252.380142,256.127136,964.508545,,,,,,
3278,-318.265594,307.539398,990.272095,-320.215149,206.553024,988.911682,-252.121201,256.131866,964.209839,,,,,,
3279,-317.857727,307.540680,990.332703,-319.811157,206.555893,988.989258,-251.862717,256.136749,963.907898,,,,,,
3280,-317.447418,307.542206,990.391541,-319.405212,206.558823,989.065552,-251.604950,256.141479,963.603210,,,,,,
3281,-317.034912,307.543854,990.448486,-318.997711,206.561768,989.140442,-251.348129,256.145813,963.295959,,,,,,
3282,-316.620544,307.545624,990.503601,-318.589020,206.564728,989.213867,-251.092407,256.149628,962.986572,,,,,,
3283,-316.204468,307.547638,990.556702,-318.179321,206.567581,989.285706,-250.837952,256.152740,962.675171,,,,,,
3284,-315.786865,307.549957,990.607727,-317.768829,206.570221,989.355896,-250.584839,256.155212,962.361816,,,,,,
3285,-315.367798,307.552734,990.656738,-317.357605,206.572601,989.424194,-250.333084,256.157135,962.046509,,,,,,
3286,-314.947327,307.555908,990.703552,-316.945618,206.574753,989.490417,-250.082703,256.158600,961.729187,,,,,,
3287,-314.525421,307.559326,990.748230,-316.532715,206.576782,989.554443,-249.833710,256.159851,961.409607,,,,,,
3288,-314.101959,307.562897,990.790833,-316.118713,206.578766,989.616028,-249.586075,256.161072,961.087524,,,,,,
3289,-313.676819,307.566498,990.831421,-315.703339,206.580750,989.675171,-249.339706,256.162598,960.762634,,,,,,
3290,-313.249695,307.569946,990.869873,-315.286194,206.582733,989.731873,-249.094406,256.164581,960.434509,,,,,,
3291,-312.820404,307.573181,990.906250,-314.866852,206.584793,989.786011,-248.849945,256.167114,960.102844,,,,,,
3292,-312.388702,307.576111,990.940430,-314.444885,206.587006,989.837708,-248.606094,256.170197,959.767517,,,,,,
3293,-311.954346,307.578644,990.972290,-314.019867,206.589432,989.886780,-248.362747,256.173767,959.428345,,,,,,
3294,-311.517181,307.580841,991.001709,-313.591553,206.592087,989.933350,-248.119797,256.177673,959.085388,,,,,,
3295,-311.077118,307.582581,991.028564,-313.159851,206.594894,989.977417,-247.877167,256.181824,958.738647,,,,,,
3296,-310.634277,307.583801,991.052795,-312.724823,206.597794,990.018921,-247.634827,256.186066,958.388306,,,,,,
3297,-310.188904,307.584381,991.074463,-312.286621,206.600784,990.057800,-247.392822,256.190186,958.034546,,,,,,
3298,-309.741394,307.584290,991.093567,-311.845612,206.603851,990.093994,-247.151321,256.193970,957.677673,,,,,,
3299,-309.292206,307.583496,991.110229,-311.402100,206.606979,990.127441,-246.910599,256.197266,957.318054,,,,,,
3300,-308.841858,307.582001,991.124329,-310.956573,206.610153,990.158142,-246.670944,256.199951,956.955994,,,,,,
3301,-308.390839,307.579865,991.135986,-310.509521,206.613434,990.186096,-246.432632,256.202087,956.591736,,,,,,
3302,-307.939636,307.577209,991.145081,-310.061401,206.616852,990.211182,-246.195953,256.203644,956.225708,,,,,,
3303,-307.488525,307.574005,991.151489,-309.612610,206.620438,990.233459,-245.961151,256.204773,955.858032,,,,,,
3304,-307.037781,307.570313,991.155029,-309.163574,206.624039,990.252991,-245.728485,256.205719,955.488892,,,,,,
3305,-306.587494,307.566315,991.155579,-308.714478,206.627518,990.269714,-245.498169,256.206696,955.118469,,,,,,
3306,-306.137665,307.562164,991.152832,-308.265442,206.630798,990.283752,-245.270355,256.207886,954.746704,,,,,,
3307,-305.688202,307.557953,991.146667,-307.816467,206.633850,990.295105,-245.045151,256.209381,954.373657,,,,,,
3308,-305.238983,307.553802,991.137085,-307.367340,206.636673,990.303650,-244.822525,256.211121,953.999023,,,,,,
3309,-304.789734,307.549744,991.123962,-306.917816,206.639206,990.309509,-244.602448,256.213043,953.622559,,,,,,
3310,-304.340149,307.545654,991.107544,-306.467438,206.641342,990.312439,-244.384766,256.215149,953.243774,,,,,,
3311,-303.889801,307.541412,991.087830,-306.015778,206.642929,990.312378,-244.169250,256.217407,952.862366,,,,,,
3312,-303.438232,307.536804,991.065002,-305.562286,206.643799,990.309204,-243.955612,256.219849,952.477722,,,,,,
3313,-302.984924,307.531647,991.039124,-305.106476,206.643753,990.302917,-243.743500,256.222473,952.089600,,,,,,
3314,-302.529449,307.526001,991.010254,-304.647980,206.642609,990.293335,-243.532516,256.225189,951.697449,,,,,,
3315,-302.071442,307.519897,990.978455,-304.186493,206.640335,990.280518,-243.322372,256.227905,951.301208,,,,,,
3316,-301.610748,307.513458,990.943665,-303.721863,206.637085,990.264343,-243.112854,256.230621,950.900696,,,,,,
3317,-301.147308,307.506866,990.906006,-303.253998,206.633224,990.244690,-242.903915,256.233215,950.495850,,,,,,
3318,-300.681213,307.500183,990.865479,-302.783051,206.629181,990.221375,-242.695663,256.235748,950.086975,,,,,,
3319,-300.212738,307.493591,990.822083,-302.309204,206.625305,990.194397,-242.488281,256.238251,949.674133,,,,,,
3320,-299.742096,307.487244,990.775696,-301.832825,206.621811,990.163696,-242.282059,256.240601,949.257751,,,,,,
3321,-299.269562,307.481293,990.726196,-301.354340,206.618881,990.129395,-242.077316,256.242676,948.838135,,,,,,
3322,-298.795532,307.475922,990.673401,-300.874207,206.616592,990.091614,-241.874405,256.244263,948.415588,,,,,,
3323,-298.320282,307.471375,990.617065,-300.393036,206.614975,990.050476,-241.673660,256.245331,947.990479,,,,,,
3324,-297.844116,307.467773,990.557007,-299.911316,206.614075,990.006287,-241.475418,256.245789,947.563110,,,,,,
3325,-297.367371,307.465179,990.493347,-299.429565,206.613861,989.959106,-241.279938,256.245728,947.133911,,,,,,
3326,-296.890442,307.463531,990.426025,-298.948090,206.614380,989.908936,-241.087341,256.245178,946.703064,,,,,,
3327,-296.413666,307.462769,990.355286,-298.467285,206.615555,989.855896,-240.897659,256.244293,946.270935,,,,,,
3328,-295.937439,307.462860,990.281128,-297.987396,206.617310,989.799805,-240.710876,256.243225,945.837646,,,,,,
3329,-295.462189,307.463776,990.203735,-297.508820,206.619492,989.740845,-240.526978,256.242157,945.403564,,,,,,
3330,-294.988403,307.465393,990.123169,-297.031952,206.622040,989.678833,-240.346008,256.241241,944.969116,,,,,,
3331,-294.516602,307.467651,990.039551,-296.557220,206.624893,989.613708,-240.168106,256.240631,944.534546,,,,,,
3332,-294.047333,307.470459,989.953003,-296.085083,206.627991,989.545349,-239.993423,256.240356,944.100464,,,,,,
3333,-293.581116,307.473724,989.863708,-295.616028,206.631210,989.473755,-239.822159,256.240387,943.667236,,,,,,
3334,-293.118500,307.477295,989.771790,-295.150513,206.634338,989.398865,-239.654526,256.240570,943.235535,,,,,,
3335,-292.660004,307.480957,989.677368,-294.689117,206.637161,989.320923,-239.490738,256.240845,942.805969,,,,,,
3336,-292.206238,307.484558,989.580811,-294.232483,206.639496,989.240234,-239.331009,256.240997,942.379150,,,,,,
3337,-291.757813,307.487946,989.482361,-293.781189,206.641174,989.157104,-239.175583,256.240906,941.955750,,,,,,
3338,-291.315338,307.491028,989.382568,-293.335968,206.642212,989.072021,-239.024704,256.240295,941.536499,,,,,,
3339,-290.879486,307.493713,989.281860,-292.897430,206.642685,988.985168,-238.878555,256.239105,941.122070,,,,,,
3340,-290.450775,307.495880,989.180542,-292.466187,206.642776,988.896912,-238.737320,256.237183,940.713074,,,,,,
3341,-290.029816,307.497498,989.078979,-292.042786,206.642654,988.807556,-238.601059,256.234558,940.310242,,,,,,
3342,-289.617096,307.498627,988.977417,-291.627777,206.642349,988.717407,-238.469864,256.231354,939.913940,,,,,,
3343,-289.213104,307.499268,988.876038,-291.221710,206.641800,988.627014,-238.343750,256.227844,939.524658,,,,,,
3344,-288.818329,307.499481,988.774963,-290.825104,206.640854,988.536621,-238.222656,256.224304,939.142883,,,,,,
3345,-288.433136,307.499390,988.674377,-290.438354,206.639526,988.446594,-238.106522,256.221069,938.769043,,,,,,
3346,-288.057831,307.499054,988.574463,-290.061768,206.637939,988.357056,-237.995193,256.218414,938.403503,,,,,,
3347,-287.692688,307.498749,988.475342,-289.695526,206.636337,988.268066,-237.888489,256.216492,938.046631,,,,,,
3348,-287.337708,307.498627,988.377014,-289.339752,206.635117,988.179626,-237.786224,256.215485,937.698486,,,,,,
3349,-286.992828,307.498901,988.279785,-288.994476,206.634598,988.091919,-237.688095,256.215515,937.359131,,,,,,
3350,-286.657928,307.499573,988.183594,-288.659546,206.634933,988.004883,-237.593826,256.216583,937.028320,,,,,,
3351,-286.332733,307.500549,988.088623,-288.334656,206.636063,987.918518,-237.503204,256.218536,936.705872,,,,,,
3352,-286.016846,307.501617,987.994934,-288.019257,206.637802,987.832886,-237.416077,256.220978,936.391357,,,,,,
3353,-285.709808,307.502502,987.902344,-287.712646,206.639954,987.747803,-237.332352,256.223572,936.084229,,,,,,
3354,-285.410828,307.503082,987.810669,-287.414001,206.642273,987.663025,-237.252090,256.225830,935.783936,,,,,,
3355,-285.119141,307.503296,987.719666,-287.122559,206.644470,987.578552,-237.175415,256.227356,935.489624,,,,,,
3356,-284.833740,307.503265,987.628845,-286.837555,206.646225,987.494141,-237.102585,256.227600,935.200378,,,,,,
3357,-284.553741,307.503174,987.538025,-286.558319,206.647232,987.409790,-237.033890,256.225861,934.915344,,,,,,
3358,-284.278320,307.503235,987.446899,-286.284271,206.647308,987.325500,-236.969666,256.221344,934.633789,,,,,,
3359,-284.006866,307.503632,987.355469,-286.014771,206.646484,987.241089,-236.910248,256.213104,934.355103,,,,,,
3360,-283.738861,307.504486,987.263733,-285.749237,206.645126,987.156372,-236.855957,256.200073,934.078918,,,,,,
3361,-283.473938,307.505798,987.171875,-285.487213,206.643829,987.071045,-236.807159,256.181335,933.804871,,,,,,
3362,-283.211884,307.507538,987.079956,-285.228333,206.643188,986.984741,-236.764206,256.156067,933.532837,,,,,,
3363,-282.952728,307.509583,986.988159,-284.972504,206.643661,986.897339,-236.727386,256.123657,933.262695,,,,,,
3364,-282.696503,307.511719,986.896545,-284.719818,206.645416,986.808960,-236.696991,256.083588,932.994385,,,,,,
3365,-282.443420,307.513763,986.805237,-284.470428,206.648422,986.719849,-236.673264,256.035492,932.728210,,,,,,
3366,-282.193756,307.515564,986.714417,-284.224609,206.652451,986.630310,-236.656433,255.979019,932.464233,,,,,,
3367,-281.947876,307.516907,986.624146,-283.982635,206.657135,986.540833,-236.646393,255.914383,932.203003,,,,,,
3368,-281.706146,307.517639,986.534424,-283.744751,206.662064,986.451904,-236.642578,255.842621,931.944885,,,,,,
3369,-281.468872,307.517761,986.445313,-283.511017,206.666870,986.363953,-236.643692,255.765900,931.690552,,,,,,
3370,-281.236298,307.517242,986.356873,-283.281525,206.671219,986.277344,-236.647705,255.687439,931.440430,,,,,,
3371,-281.008545,307.516235,986.268921,-283.056183,206.674744,986.192383,-236.652328,255.610840,931.195007,,,,,,
3372,-280.785522,307.514862,986.181641,-282.834930,206.677170,986.109436,-236.655563,255.539200,930.954651,,,,,,
3373,-280.567108,307.513336,986.094910,-282.617645,206.678345,986.028503,-236.656036,255.474472,930.719421,,,,,,
3374,-280.353088,307.511993,986.008911,-282.404358,206.678299,985.949646,-236.652969,255.417755,930.489380,,,,,,
3375,-280.143219,307.511047,985.923828,-282.194946,206.677170,985.872803,-236.646011,255.369385,930.264160,,,,,,
3376,-279.937195,307.510681,985.840088,-281.989319,206.675201,985.797791,-236.635117,255.329208,930.043579,,,,,,
3377,-279.734711,307.510956,985.757874,-281.787354,206.672699,985.724426,-236.620529,255.296722,929.827087,,,,,,
3378,-279.535492,307.511871,985.677124,-281.588745,206.669998,985.652344,-236.602692,255.271210,929.614380,,,,,,
3379,-279.339294,307.513306,985.597900,-281.393219,206.667511,985.581177,-236.582077,255.251846,929.405090,,,,,,
3380,-279.145844,307.515167,985.519958,-281.200409,206.665558,985.510437,-236.559189,255.237854,929.198853,,,,,,
3381,-278.954956,307.517456,985.443237,-281.010010,206.664307,985.439819,-236.534454,255.228378,928.995422,,,,,,
3382,-278.766357,307.520050,985.367371,-280.821716,206.663849,985.369141,-236.508270,255.222641,928.794495,,,,,,
3383,-278.579834,307.522888,985.292114,-280.635376,206.664124,985.298218,-236.481033,255.219864,928.595947,,,,,,
3384,-278.395111,307.525818,985.217102,-280.450867,206.665070,985.226929,-236.453064,255.219345,928.399597,,,,,,
3385,-278.212067,307.528748,985.142151,-280.268127,206.666565,985.155273,-236.424713,255.220367,928.205261,,,,,,
3386,-278.030670,307.531525,985.067078,-280.087219,206.668488,985.083313,-236.396301,255.222275,928.013000,,,,,,
3387,-277.850952,307.534058,984.991821,-279.908173,206.670700,985.011108,-236.368210,255.224503,927.822876,,,,,,
3388,-277.673035,307.536194,984.916443,-279.731171,206.673004,984.938782,-236.340714,255.226593,927.635071,,,,,,
3389,-277.497131,307.537933,984.840881,-279.556366,206.675308,984.866394,-236.314041,255.228333,927.449646,,,,,,
3390,-277.323395,307.539307,984.765442,-279.383942,206.677551,984.794067,-236.288254,255.229706,927.266846,,,,,,
3391,-277.152100,307.540344,984.690125,-279.214142,206.679764,984.721802,-236.263397,255.230804,927.086731,,,,,,
3392,-276.983490,307.541168,984.615112,-279.047150,206.682083,984.649719,-236.239426,255.231750,926.909485,,,,,,
3393,-276.817810,307.541901,984.540649,-278.883209,206.684616,984.577759,-236.216370,255.232620,926.735168,,,,,,
3394,-276.655334,307.542603,984.466858,-278.722412,206.687515,984.506104,-236.194199,255.233536,926.563843,,,,,,
3395,-276.496216,307.543274,984.393982,-278.564972,206.690872,984.434814,-236.172897,255.234650,926.395630,,,,,,
3396,-276.340698,307.543945,984.322144,-278.410980,206.694763,984.364136,-236.152435,255.236130,926.230408,,,,,,
3397,-276.188904,307.544647,984.251526,-278.260681,206.699234,984.294373,-236.132782,255.238083,926.068176,,,,,,
3398,-276.040955,307.545532,984.182312,-278.114258,206.704269,984.225769,-236.113876,255.240555,925.908997,,,,,,
3399,-275.897003,307.546753,984.114746,-277.971985,206.709747,984.158569,-236.095703,255.243408,925.752930,,,,,,
3400,-275.757080,307.548553,984.048828,-277.833923,206.715515,984.092957,-236.078308,255.246445,925.600220,,,,,,
3401,-275.621216,307.551056,983.984680,-277.700043,206.721420,984.028931,-236.061737,255.249405,925.450928,,,,,,
3402,-275.489319,307.554413,983.922241,-277.570129,206.727386,983.966431,-236.045990,255.252045,925.305298,,,,,,
3403,-275.361206,307.558655,983.861328,-277.443756,206.733368,983.905212,-236.031067,255.254105,925.163330,,,,,,
3404,-275.236481,307.563782,983.801819,-277.320435,206.739334,983.844971,-236.016907,255.255447,925.024902,,,,,,
3405,-275.114563,307.569702,983.743286,-277.199493,206.745255,983.785522,-236.003342,255.256027,924.889648,,,,,,
3406,-274.994812,307.576324,983.685364,-277.080292,206.750992,983.726563,-235.990265,255.255859,924.757080,,,,,,
3407,-274.876373,307.583466,983.627563,-276.962067,206.756363,983.667786,-235.977432,255.255112,924.626282,,,,,,
3408,-274.758392,307.590912,983.569397,-276.844086,206.761185,983.609131,-235.964661,255.254013,924.496399,,,,,,
3409,-274.639954,307.598358,983.510376,-276.725647,206.765320,983.550354,-235.951721,255.252960,924.366333,,,,,,
3410,-274.520325,307.605560,983.450012,-276.606079,206.768707,983.491455,-235.938446,255.252319,924.234985,,,,,,
3411,-274.398773,307.612244,983.388062,-276.484863,206.771317,983.432312,-235.924774,255.252396,924.101501,,,,,,
3412,-274.274811,307.618195,983.324280,-276.361664,206.773087,983.373047,-235.910812,255.253342,923.965271,,,,,,
3413,-274.148224,307.623199,983.258667,-276.236298,206.774063,983.313782,-235.896744,255.255157,923.825928,,,,,,
3414,-274.018951,307.627258,983.191467,-276.108704,206.774323,983.254395,-235.882843,255.257599,923.683716,,,,,,
3415,-273.887054,307.630280,983.122803,-275.978943,206.773987,983.194885,-235.869400,255.260361,923.538818,,,,,,
3416,-273.752838,307.632416,983.053040,-275.847168,206.773270,983.134827,-235.856522,255.263168,923.391663,,,,,,
3417,-273.616455,307.633820,982.982544,-275.713562,206.772369,983.073975,-235.844269,255.265808,923.242676,,,,,,
3418,-273.478088,307.634705,982.911560,-275.578156,206.771454,983.011780,-235.832550,255.268127,923.091858,,,,,,
3419,-273.337769,307.635345,982.840088,-275.440918,206.770691,982.947998,-235.821289,255.270050,922.939331,,,,,,
3420,-273.195435,307.636047,982.768127,-275.301758,206.770142,982.882202,-235.810287,255.271576,922.784912,,,,,,
3421,-273.051025,307.636932,982.695618,-275.160522,206.769867,982.814331,-235.799377,255.272797,922.628418,,,,,,
3422,-272.904449,307.638153,982.622253,-275.017090,206.769897,982.744202,-235.788452,255.273865,922.469604,,,,,,
3423,-272.755707,307.639709,982.547913,-274.871338,206.770233,982.671936,-235.777405,255.274933,922.308167,,,,,,
3424,-272.604736,307.641479,982.472229,-274.723297,206.770920,982.597595,-235.766281,255.276077,922.144104,,,,,,
3425,-272.451721,307.643402,982.395142,-274.572998,206.772018,982.521423,-235.755203,255.277283,921.977173,,,,,,
3426,-272.296783,307.645416,982.316467,-274.420715,206.773605,982.443481,-235.744354,255.278381,921.807617,,,,,,
3427,-272.140167,307.647461,982.236084,-274.266602,206.775787,982.363892,-235.733932,255.279114,921.635498,,,,,,
3428,-271.982147,307.649445,982.153870,-274.110901,206.778641,982.282654,-235.723984,255.279251,921.461243,,,,,,
3429,-271.822876,307.651337,982.069824,-273.953766,206.782272,982.199829,-235.714447,255.278702,921.285156,,,,,,
3430,-271.662506,307.653137,981.983948,-273.795258,206.786789,982.115356,-235.705200,255.277603,921.107361,,,,,,
3431,-271.501007,307.654877,981.896240,-273.635345,206.792099,982.029358,-235.695999,255.276276,920.927979,,,,,,
3432,-271.338287,307.656525,981.806580,-273.474030,206.797867,981.941895,-235.686508,255.275314,920.747009,,,,,,
3433,-271.174133,307.658203,981.715088,-273.311218,206.803589,981.853394,-235.676331,255.275421,920.564209,,,,,,
3434,-271.008423,307.659943,981.621826,-273.146973,206.808731,981.764038,-235.665039,255.277405,920.379395,,,,,,
3435,-270.840942,307.661835,981.526794,-272.981293,206.812866,981.673950,-235.652206,255.282166,920.192383,,,,,,
3436,-270.671600,307.663910,981.430359,-272.814270,206.815781,981.583130,-235.637421,255.290466,920.002991,,,,,,
3437,-270.500427,307.666199,981.332642,-272.645905,206.817490,981.491638,-235.620331,255.303040,919.811218,,,,,,
3438,-270.327484,307.668762,981.233887,-272.476166,206.818161,981.399292,-235.600540,255.320511,919.617371,,,,,,
3439,-270.152924,307.671509,981.134216,-272.305084,206.818054,981.305969,-235.577591,255.343491,919.421814,,,,,,
3440,-269.976898,307.674438,981.033752,-272.132568,206.817474,981.211670,-235.550903,255.372726,919.224854,,,,,,
3441,-269.799652,307.677368,980.932678,-271.958649,206.816711,981.116272,-235.519806,255.409103,919.026733,,,,,,
3442,-269.621399,307.680145,980.830933,-271.783447,206.816040,981.019714,-235.483673,255.453598,918.827759,,,,,,
3443,-269.442505,307.682556,980.728638,-271.607300,206.815659,980.922119,-235.441940,255.507004,918.628174,,,,,,
3444,-269.263397,307.684448,980.625977,-271.430695,206.815735,980.823792,-235.394424,255.569763,918.428223,,,,,,
3445,-269.084747,307.685669,980.523132,-271.254211,206.816238,980.725098,-235.341370,255.641541,918.228333,,,,,,
3446,-268.907227,307.686157,980.420288,-271.078583,206.817062,980.626465,-235.283676,255.721100,918.029236,,,,,,
3447,-268.731537,307.686005,980.317627,-270.904480,206.817947,980.528503,-235.222931,255.806000,917.831543,,,,,,
3448,-268.558380,307.685425,980.215515,-270.732483,206.818680,980.431580,-235.161362,255.892731,917.636108,,,,,,
3449,-268.388306,307.684875,980.114014,-270.562988,206.819168,980.336060,-235.101334,255.977386,917.443726,,,,,,
3450,-268.221649,307.684753,980.013489,-270.396301,206.819351,980.242126,-235.044769,256.056671,917.255005,,,,,,
3451,-268.058533,307.685455,979.914063,-270.232574,206.819305,980.150024,-234.992798,256.128540,917.070374,,,,,,
3452,-267.898987,307.687195,979.816040,-270.072052,206.819153,980.059753,-234.945923,256.192047,916.889954,,,,,,
3453,-267.742981,307.690063,979.719666,-269.914917,206.819092,979.971497,-234.904297,256.246918,916.713806,,,,,,
3454,-267.590485,307.693939,979.625183,-269.761475,206.819412,979.885254,-234.867828,256.293427,916.541809,,,,,,
3455,-267.441528,307.698578,979.532837,-269.612000,206.820419,979.800964,-234.836243,256.332062,916.373901,,,,,,
3456,-267.296204,307.703613,979.442749,-269.466644,206.822342,979.718445,-234.809204,256.363617,916.210022,,,,,,
3457,-267.154572,307.708771,979.354980,-269.325562,206.825302,979.637390,-234.786240,256.388855,916.050110,,,,,,
3458,-267.016663,307.713654,979.269531,-269.188721,206.829300,979.557678,-234.766907,256.408691,915.894043,,,,,,
3459,-266.882446,307.718048,979.186279,-269.055939,206.834244,979.479004,-234.750671,256.423889,915.741882,,,,,,
3460,-266.751923,307.721710,979.105042,-268.927094,206.840012,979.401062,-234.737045,256.435211,915.593567,,,,,,
3461,-266.624939,307.724548,979.025452,-268.801880,206.846466,979.323730,-234.725418,256.443268,915.449341,,,,,,
3462,-266.501373,307.726471,978.947144,-268.680084,206.853470,979.246765,-234.715240,256.448517,915.309143,,,,,,
3463,-266.381134,307.727509,978.869812,-268.561462,206.860840,979.170227,-234.705963,256.451508,915.172913,,,,,,
3464,-266.264038,307.727753,978.793152,-268.445801,206.868301,979.094116,-234.697144,256.452667,915.040527,,,,,,
3465,-266.150024,307.727356,978.716919,-268.333038,206.875580,979.018738,-234.688492,256.452515,914.911804,,,,,,
3466,-266.038971,307.726501,978.641235,-268.223083,206.882278,978.944458,-234.679779,256.451324,914.786621,,,,,,
3467,-265.930878,307.725403,978.566101,-268.116028,206.888107,978.871704,-234.670944,256.449463,914.664978,,,,,,
3468,-265.825836,307.724274,978.491760,-268.011871,206.892822,978.800903,-234.661926,256.447174,914.546814,,,,,,
3469,-265.723907,307.723358,978.418518,-267.910706,206.896378,978.732483,-234.652679,256.444702,914.432068,,,,,,
3470,-265.625336,307.722900,978.346802,-267.812653,206.898865,978.666626,-234.643204,256.442230,914.320862,,,,,,
3471,-265.530304,307.723145,978.276978,-267.717834,206.900452,978.603699,-234.633530,256.440033,914.213196,,,,,,
3472,-265.439087,307.724213,978.209412,-267.626434,206.901367,978.543823,-234.623764,256.438293,914.109131,,,,,,
3473,-265.351868,307.726257,978.144409,-267.538574,206.901825,978.487122,-234.614044,256.437164,914.008606,,,,,,
3474,-265.268829,307.729156,978.082275,-267.454407,206.902054,978.433594,-234.604492,256.436829,913.911682,,,,,,
3475,-265.190033,307.732880,978.023132,-267.374023,206.902298,978.383179,-234.595184,256.437378,913.818420,,,,,,
3476,-265.115356,307.737213,977.967041,-267.297485,206.902786,978.335632,-234.586166,256.438904,913.728821,,,,,,
3477,-265.044586,307.741852,977.914063,-267.224701,206.903748,978.290710,-234.577484,256.441437,913.642944,,,,,,
