Trial01
Date:,2017/07/11
Time:,16:52:01
Type:,
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,A,,,B,,,C,,,*1,,,*2
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1668,-270.073334,307.635071,981.050842,-272.226349,206.758392,981.230896,-234.885391,256.346741,919.313477,,,,,,
1669,-269.899261,307.636749,980.953430,-272.055359,206.760178,981.136841,-234.880615,256.345825,919.116638,,,,,,
1670,-269.724609,307.638306,980.855591,-271.883698,206.761993,981.041870,-234.877289,256.342957,918.919556,,,,,,
1671,-269.549438,307.639618,980.757202,-271.711456,206.763947,980.945862,-234.874939,256.338959,918.722290,,,,,,
1672,-269.373932,307.640533,980.658081,-271.538696,206.766083,980.848877,-234.873199,256.334625,918.524597,,,,,,
1673,-269.198303,307.640961,980.558167,-271.365662,206.768387,980.751038,-234.871811,256.330719,918.326477,,,,,,
1674,-269.022888,307.640839,980.457214,-271.192566,206.770752,980.652710,-234.870712,256.327637,918.127869,,,,,,
1675,-268.848022,307.640228,980.355286,-271.019623,206.773026,980.554016,-234.869995,256.325562,917.928772,,,,,,
1676,-268.674011,307.639343,980.252319,-270.847046,206.775024,980.455200,-234.869720,256.324341,917.729370,,,,,,
1677,-268.501160,307.638489,980.148254,-270.674927,206.776627,980.356384,-234.869812,256.323792,917.530151,,,,,,
1678,-268.329468,307.638000,980.043274,-270.503326,206.777786,980.257568,-234.869995,256.323669,917.331482,,,,,,
1679,-268.158936,307.638245,979.937439,-270.332275,206.778503,980.158752,-234.869888,256.323883,917.133728,,,,,,
1680,-267.989319,307.639374,979.830933,-270.161804,206.778900,980.059875,-234.869141,256.324463,916.937134,,,,,,
1681,-267.820404,307.641418,979.724060,-269.992004,206.779160,979.961060,-234.867462,256.325470,916.741516,,,,,,
1682,-267.651947,307.644318,979.616943,-269.822968,206.779556,979.862183,-234.864685,256.327057,916.546753,,,,,,
1683,-267.483826,307.647797,979.509949,-269.654877,206.780426,979.763306,-234.860794,256.329254,916.352600,,,,,,
1684,-267.315948,307.651611,979.403015,-269.487793,206.782028,979.664246,-234.855820,256.332123,916.158997,,,,,,
1685,-267.148315,307.655396,979.296326,-269.321716,206.784561,979.564880,-234.849823,256.335571,915.965820,,,,,,
1686,-266.980988,307.658936,979.189575,-269.156586,206.788147,979.464783,-234.842773,256.339630,915.773071,,,,,,
1687,-266.813965,307.662048,979.082703,-268.992126,206.792755,979.363892,-234.834610,256.344086,915.580933,,,,,,
1688,-266.647247,307.664673,978.975281,-268.828186,206.798248,979.261902,-234.825211,256.348816,915.389343,,,,,,
1689,-266.480743,307.666840,978.867126,-268.664490,206.804382,979.158936,-234.814484,256.353546,915.198425,,,,,,
1690,-266.314392,307.668671,978.757813,-268.500854,206.810791,979.054871,-234.802368,256.358185,915.007996,,,,,,
1691,-266.148132,307.670319,978.647217,-268.337189,206.817108,978.949951,-234.788864,256.362762,914.817932,,,,,,
1692,-265.981873,307.671936,978.535217,-268.173309,206.822968,978.844482,-234.774017,256.367340,914.627930,,,,,,
1693,-265.815643,307.673676,978.421814,-268.009094,206.827988,978.738708,-234.757874,256.372040,914.437866,,,,,,
1694,-265.649353,307.675598,978.307190,-267.844452,206.831909,978.632874,-234.740494,256.376862,914.247681,,,,,,
1695,-265.483063,307.677765,978.191589,-267.679199,206.834564,978.527161,-234.721909,256.381866,914.057190,,,,,,
1696,-265.316681,307.680206,978.075256,-267.513336,206.835999,978.421509,-234.702148,256.387054,913.866394,,,,,,
1697,-265.150116,307.682831,977.958374,-267.346771,206.836319,978.315735,-234.681274,256.392456,913.675293,,,,,,
1698,-264.983276,307.685547,977.841064,-267.179596,206.835785,978.209656,-234.659378,256.397980,913.483948,,,,,,
1699,-264.815918,307.688232,977.723450,-267.011841,206.834671,978.102905,-234.636551,256.403473,913.292419,,,,,,
1700,-264.647980,307.690796,977.605347,-266.843597,206.833359,977.995239,-234.612930,256.408783,913.100952,,,,,,
1701,-264.479340,307.693237,977.486755,-266.674988,206.832214,977.886292,-234.588623,256.413788,912.909485,,,,,,
1702,-264.310089,307.695496,977.367554,-266.506165,206.831650,977.775940,-234.563797,256.418396,912.718140,,,,,,
1703,-264.140350,307.697601,977.247620,-266.337219,206.832123,977.663757,-234.538574,256.422516,912.526855,,,,,,
1704,-263.970276,307.699585,977.126831,-266.168396,206.834122,977.549561,-234.513199,256.425964,912.335449,,,,,,
1705,-263.799927,307.701447,977.005249,-265.999786,206.838028,977.433105,-234.487854,256.428741,912.143860,,,,,,
1706,-263.629364,307.703186,976.882690,-265.831482,206.843948,977.314209,-234.462723,256.430756,911.951782,,,,,,
1707,-263.458557,307.704834,976.759277,-265.663361,206.851639,977.193176,-234.438004,256.432007,911.759155,,,,,,
1708,-263.287537,307.706238,976.635010,-265.495300,206.860535,977.070313,-234.413834,256.432404,911.565857,,,,,,
1709,-263.116241,307.707275,976.510132,-265.327148,206.870010,976.946228,-234.390411,256.431824,911.372070,,,,,,
1710,-262.944733,307.707703,976.384766,-265.158844,206.879547,976.821472,-234.367859,256.429962,911.178040,,,,,,
1711,-262.773102,307.707336,976.258911,-264.990265,206.888947,976.696472,-234.346329,256.426666,910.984070,,,,,,
1712,-262.601440,307.706055,976.132690,-264.821472,206.898148,976.571472,-234.325851,256.421814,910.790527,,,,,,
1713,-262.429871,307.703888,976.006165,-264.652496,206.907288,976.446655,-234.306458,256.415527,910.597412,,,,,,
1714,-262.258514,307.701172,975.879272,-264.483398,206.916473,976.322083,-234.288071,256.408051,910.404785,,,,,,
1715,-262.087555,307.698334,975.751892,-264.314423,206.925735,976.197754,-234.270599,256.399780,910.212646,,,,,,
1716,-261.917236,307.695892,975.624023,-264.145691,206.935013,976.073792,-234.253922,256.391235,910.020874,,,,,,
1717,-261.747803,307.694275,975.495667,-263.977509,206.944122,975.950378,-234.237885,256.382843,909.829590,,,,,,
1718,-261.579559,307.693878,975.366943,-263.810120,206.952759,975.827576,-234.222397,256.375000,909.638794,,,,,,
1719,-261.412659,307.694916,975.237976,-263.643799,206.960617,975.705627,-234.207382,256.367798,909.448669,,,,,,
1720,-261.247253,307.697449,975.109070,-263.478729,206.967361,975.584778,-234.192841,256.361115,909.259521,,,,,,
1721,-261.083344,307.701447,974.980347,-263.315002,206.972748,975.464966,-234.178787,256.354767,909.071594,,,,,,
1722,-260.920959,307.706665,974.851990,-263.152679,206.976578,975.346313,-234.165283,256.348541,908.885010,,,,,,
1723,-260.760071,307.712738,974.724121,-262.991730,206.978867,975.228760,-234.152298,256.342438,908.700012,,,,,,
1724,-260.600739,307.719299,974.596863,-262.832092,206.979706,975.112244,-234.139816,256.336456,908.516541,,,,,,
1725,-260.442993,307.725891,974.470276,-262.673767,206.979340,974.996643,-234.127747,256.330780,908.334534,,,,,,
1726,-260.286743,307.732147,974.344360,-262.516785,206.978134,974.881775,-234.116058,256.325531,908.153870,,,,,,
1727,-260.131866,307.737885,974.219055,-262.361206,206.976547,974.767456,-234.104721,256.320801,907.974304,,,,,,
1728,-259.978149,307.743011,974.094360,-262.207031,206.975037,974.653381,-234.093704,256.316620,907.795715,,,,,,
1729,-259.825287,307.747528,973.970154,-262.054260,206.973953,974.539368,-234.082947,256.312836,907.617798,,,,,,
1730,-259.672913,307.751465,973.846313,-261.902893,206.973572,974.425110,-234.072327,256.309296,907.440552,,,,,,
1731,-259.520844,307.754944,973.722595,-261.752777,206.973953,974.310303,-234.061707,256.305786,907.263916,,,,,,
1732,-259.368774,307.758148,973.598816,-261.603882,206.975159,974.194702,-234.050995,256.302155,907.087891,,,,,,
1733,-259.216705,307.761230,973.474915,-261.456116,206.977173,974.078186,-234.040131,256.298370,906.912598,,,,,,
1734,-259.064636,307.764252,973.350891,-261.309479,206.979904,973.960632,-234.029160,256.294617,906.737976,,,,,,
1735,-258.912811,307.767181,973.226807,-261.163788,206.983200,973.842163,-234.018112,256.290985,906.563904,,,,,,
1736,-258.761383,307.769928,973.102783,-261.018982,206.986877,973.722961,-234.007095,256.287750,906.390381,,,,,,
1737,-258.610565,307.772400,972.978760,-260.874939,206.990707,973.603271,-233.996170,256.285065,906.217163,,,,,,
1738,-258.460480,307.774506,972.854858,-260.731506,206.994644,973.483093,-233.985397,256.283051,906.044189,,,,,,
1739,-258.311188,307.776154,972.730896,-260.588501,206.998764,973.362549,-233.974808,256.281708,905.871399,,,,,,
1740,-258.162750,307.777405,972.606689,-260.445801,207.003235,973.241699,-233.964539,256.280914,905.698730,,,,,,
1741,-258.015198,307.778412,972.482056,-260.303375,207.008240,973.120361,-233.954819,256.280487,905.526184,,,,,,
1742,-257.868530,307.779480,972.356934,-260.161072,207.013901,972.998779,-233.945999,256.280060,905.353699,,,,,,
1743,-257.722809,307.780792,972.231140,-260.018890,207.020264,972.876831,-233.938538,256.279358,905.181335,,,,,,
1744,-257.578033,307.782623,972.104797,-259.876831,207.027328,972.754761,-233.932922,256.278320,905.009216,,,,,,
1745,-257.434265,307.785095,971.977905,-259.735046,207.035004,972.632568,-233.929749,256.277008,904.837158,,,,,,
1746,-257.291565,307.788391,971.850708,-259.593750,207.043137,972.510498,-233.929688,256.275665,904.665222,,,,,,
1747,-257.149902,307.792542,971.723328,-259.453094,207.051422,972.388733,-233.933578,256.274628,904.493225,,,,,,
1748,-257.009308,307.797638,971.596008,-259.313171,207.059464,972.267517,-233.942429,256.274170,904.320801,,,,,,
1749,-256.869781,307.803528,971.468872,-259.174164,207.066788,972.147156,-233.957321,256.274597,904.147827,,,,,,
1750,-256.731323,307.810089,971.342285,-259.036133,207.072922,972.027893,-233.979401,256.276001,903.973999,,,,,,
1751,-256.593994,307.816956,971.216309,-258.899109,207.077454,971.909851,-234.009781,256.278534,903.799072,,,,,,
1752,-256.457886,307.823853,971.091309,-258.763245,207.080185,971.793091,-234.049423,256.282349,903.623047,,,,,,
1753,-256.323059,307.830444,970.967407,-258.628540,207.081070,971.677734,-234.099060,256.287689,903.445679,,,,,,
1754,-256.189545,307.836456,970.844666,-258.495087,207.080322,971.563721,-234.159103,256.294739,903.266846,,,,,,
1755,-256.057343,307.841858,970.723083,-258.362885,207.078323,971.450867,-234.229584,256.303833,903.086426,,,,,,
1756,-255.926437,307.846619,970.602478,-258.231964,207.075638,971.339050,-234.309891,256.314972,902.904419,,,,,,
1757,-255.796753,307.850952,970.482788,-258.102386,207.072937,971.227905,-234.398514,256.327911,902.721130,,,,,,
1758,-255.668289,307.855011,970.363831,-257.974152,207.070801,971.117126,-234.493088,256.342072,902.536865,,,,,,
1759,-255.541046,307.858917,970.245483,-257.847260,207.069656,971.006470,-234.590546,256.356720,902.352539,,,,,,
1760,-255.415039,307.862732,970.127747,-257.721710,207.069672,970.895691,-234.687576,256.371002,902.169006,,,,,,
1761,-255.290329,307.866425,970.010803,-257.597504,207.070816,970.784668,-234.781158,256.384216,901.987305,,,,,,
1762,-255.166855,307.869873,969.894714,-257.474609,207.072998,970.673462,-234.869171,256.395813,901.808289,,,,,,
1763,-255.044571,307.872955,969.779724,-257.352936,207.076019,970.562195,-234.950531,256.405518,901.632446,,,,,,
1764,-254.923309,307.875519,969.665771,-257.232483,207.079742,970.450867,-235.025101,256.413391,901.460144,,,,,,
1765,-254.802979,307.877502,969.552917,-257.113312,207.084000,970.339661,-235.093384,256.419647,901.291443,,,,,,
1766,-254.683517,307.878906,969.441101,-256.995453,207.088638,970.228760,-235.156235,256.424561,901.126099,,,,,,
1767,-254.564987,307.879822,969.330200,-256.879089,207.093475,970.118286,-235.214722,256.428467,900.963745,,,,,,
1768,-254.447464,307.880554,969.219971,-256.764404,207.098389,970.008362,-235.270096,256.431702,900.803894,,,,,,
1769,-254.331116,307.881378,969.110352,-256.651672,207.103226,969.899048,-235.323685,256.434723,900.645813,,,,,,
1770,-254.216141,307.882660,969.001099,-256.541107,207.107849,969.790405,-235.376617,256.437805,900.489136,,,,,,
1771,-254.102798,307.884613,968.892334,-256.432953,207.112167,969.682617,-235.429855,256.441193,900.333496,,,,,,
1772,-253.991287,307.887360,968.784058,-256.327301,207.116013,969.575684,-235.484085,256.444977,900.178772,,,,,,
1773,-253.881775,307.890900,968.676331,-256.224182,207.119293,969.470032,-235.539673,256.449249,900.025208,,,,,,
1774,-253.774323,307.895203,968.569275,-256.123474,207.121857,969.365723,-235.596725,256.454102,899.873047,,,,,,
1775,-253.668884,307.900116,968.463196,-256.024780,207.123657,969.263184,-235.654877,256.459503,899.722900,,,,,,
1776,-253.565323,307.905365,968.358154,-255.927567,207.124680,969.162476,-235.713287,256.465363,899.575195,,,,,,
1777,-253.463425,307.910767,968.254272,-255.831146,207.124969,969.063843,-235.770798,256.471527,899.430481,,,,,,
1778,-253.362946,307.916107,968.151794,-255.735001,207.124710,968.967102,-235.826279,256.477875,899.289124,,,,,,
1779,-253.263687,307.921204,968.050842,-255.638809,207.124146,968.872070,-235.878906,256.484253,899.151245,,,,,,
1780,-253.165451,307.925812,967.951355,-255.542480,207.123581,968.778320,-235.928192,256.490540,899.016724,,,,,,
1781,-253.068100,307.929779,967.853455,-255.446014,207.123184,968.685547,-235.974045,256.496460,898.885010,,,,,,
1782,-252.971512,307.932953,967.757019,-255.349472,207.123047,968.593506,-236.016556,256.501801,898.755676,,,,,,
1783,-252.875595,307.935333,967.661865,-255.252899,207.123184,968.501953,-236.056076,256.506256,898.627930,,,,,,
1784,-252.780334,307.936920,967.567810,-255.156326,207.123581,968.410828,-236.093094,256.509521,898.501282,,,,,,
1785,-252.685715,307.937836,967.474487,-255.059784,207.124191,968.320129,-236.128159,256.511444,898.375244,,,,,,
1786,-252.591751,307.938293,967.381653,-254.963348,207.124954,968.229797,-236.161865,256.511932,898.249512,,,,,,
1787,-252.498367,307.938507,967.288940,-254.867081,207.125763,968.140015,-236.194855,256.511017,898.123901,,,,,,
1788,-252.405426,307.938751,967.195923,-254.771027,207.126465,968.050598,-236.227783,256.508789,897.998230,,,,,,
1789,-252.312698,307.939362,967.102295,-254.675247,207.126907,967.961731,-236.261230,256.505524,897.872559,,,,,,
1790,-252.219971,307.940613,967.007690,-254.579773,207.126892,967.873108,-236.295700,256.501465,897.746704,,,,,,
1791,-252.127029,307.942749,966.911987,-254.484665,207.126282,967.784790,-236.331512,256.497009,897.620667,,,,,,
1792,-252.033798,307.945923,966.815125,-254.389999,207.124939,967.696533,-236.368805,256.492401,897.494263,,,,,,
1793,-251.940292,307.950226,966.717285,-254.295898,207.122849,967.608276,-236.407501,256.487946,897.367554,,,,,,
1794,-251.846603,307.955536,966.618652,-254.202530,207.120041,967.519897,-236.447433,256.483795,897.240479,,,,,,
1795,-251.752838,307.961731,966.519714,-254.110092,207.116669,967.431274,-236.488297,256.480042,897.112915,,,,,,
1796,-251.659134,307.968445,966.420837,-254.018784,207.112946,967.342346,-236.529739,256.476776,896.984924,,,,,,
1797,-251.565536,307.975342,966.322388,-253.928650,207.109024,967.253052,-236.571304,256.473969,896.856628,,,,,,
1798,-251.472061,307.981995,966.224609,-253.839630,207.105042,967.163391,-236.612625,256.471527,896.728210,,,,,,
1799,-251.378647,307.988129,966.127747,-253.751511,207.101044,967.073364,-236.653351,256.469299,896.599854,,,,,,
1800,-251.285248,307.993439,966.031738,-253.664047,207.097153,966.982788,-236.693298,256.467041,896.471863,,,,,,
1801,-251.191788,307.997711,965.936584,-253.576874,207.093567,966.891602,-236.732513,256.464447,896.344604,,,,,,
1802,-251.098297,308.000916,965.842163,-253.489700,207.090500,966.799622,-236.771118,256.461395,896.218384,,,,,,
1803,-251.004791,308.003021,965.748230,-253.402252,207.088150,966.706726,-236.809341,256.457764,896.093567,,,,,,
1804,-250.911407,308.004211,965.654663,-253.314346,207.086639,966.612915,-236.847412,256.453552,895.970398,,,,,,
1805,-250.818359,308.004669,965.561340,-253.225998,207.085922,966.518250,-236.885513,256.448914,895.849121,,,,,,
1806,-250.725845,308.004639,965.468262,-253.137314,207.085907,966.423035,-236.923721,256.444092,895.729614,,,,,,
1807,-250.634140,308.004486,965.375305,-253.048569,207.086411,966.327515,-236.962082,256.439453,895.611694,,,,,,
1808,-250.543411,308.004547,965.282410,-252.960022,207.087311,966.232117,-237.000580,256.435272,895.495056,,,,,,
1809,-250.453857,308.005157,965.189514,-252.871964,207.088486,966.137146,-237.039246,256.431885,895.379089,,,,,,
1810,-250.365585,308.006561,965.096375,-252.784607,207.089935,966.042725,-237.078156,256.429504,895.263306,,,,,,
1811,-250.278625,308.008942,965.002991,-252.698105,207.091644,965.949097,-237.117340,256.428223,895.147217,,,,,,
1812,-250.192932,308.012299,964.909180,-252.612442,207.093658,965.856140,-237.156876,256.428070,895.030273,,,,,,
1813,-250.108368,308.016541,964.814941,-252.527557,207.096008,965.763794,-237.196793,256.429016,894.912231,,,,,,
1814,-250.024719,308.021454,964.720276,-252.443253,207.098785,965.671875,-237.237091,256.431030,894.792847,,,,,,
1815,-249.941696,308.026855,964.625122,-252.359344,207.102081,965.580139,-237.277679,256.434021,894.672241,,,,,,
1816,-249.858978,308.032410,964.529602,-252.275635,207.105972,965.488464,-237.318405,256.437866,894.550842,,,,,,
1817,-249.776291,308.037811,964.434021,-252.192032,207.110458,965.396545,-237.359070,256.442505,894.429199,,,,,,
1818,-249.693451,308.042725,964.338501,-252.108490,207.115524,965.304260,-237.399506,256.447845,894.307861,,,,,,
1819,-249.610306,308.046875,964.243347,-252.025024,207.121063,965.211609,-237.439621,256.453705,894.187561,,,,,,
1820,-249.526825,308.049988,964.148682,-251.941650,207.126953,965.118591,-237.479446,256.460022,894.068787,,,,,,
1821,-249.443039,308.051971,964.054749,-251.858505,207.133026,965.025208,-237.519226,256.466705,893.951904,,,,,,
1822,-249.359039,308.052826,963.961426,-251.775726,207.139099,964.931702,-237.559341,256.473663,893.836853,,,,,,
1823,-249.274918,308.052704,963.868652,-251.693497,207.144943,964.838074,-237.600250,256.480804,893.723450,,,,,,
1824,-249.190796,308.051941,963.776245,-251.611938,207.150360,964.744690,-237.642380,256.488068,893.611206,,,,,,
1825,-249.106796,308.050903,963.684082,-251.531158,207.155197,964.651489,-237.686035,256.495361,893.499573,,,,,,
1826,-249.022964,308.050018,963.591919,-251.451157,207.159348,964.558716,-237.731354,256.502655,893.387939,,,,,,
1827,-248.939346,308.049774,963.499634,-251.371948,207.162781,964.466431,-237.778244,256.509827,893.275757,,,,,,
1828,-248.856003,308.050446,963.407227,-251.293472,207.165482,964.374573,-237.826447,256.516785,893.162598,,,,,,
1829,-248.772964,308.052338,963.314636,-251.215698,207.167465,964.283203,-237.875580,256.523407,893.048340,,,,,,
1830,-248.690323,308.055450,963.222046,-251.138626,207.168732,964.192322,-237.925171,256.529572,892.932922,,,,,,
1831,-248.608154,308.059662,963.129578,-251.062286,207.169312,964.101929,-237.974747,256.535004,892.816528,,,,,,
1832,-248.526566,308.064789,963.037476,-250.986801,207.169205,964.012085,-238.023819,256.539520,892.699524,,,,,,
1833,-248.445602,308.070496,962.945923,-250.912262,207.168503,963.922791,-238.072006,256.542786,892.582397,,,,,,
1834,-248.365326,308.076508,962.854858,-250.838745,207.167328,963.834229,-238.119003,256.544586,892.465759,,,,,,
1835,-248.285690,308.082550,962.764526,-250.766251,207.165848,963.746338,-238.164658,256.544647,892.350098,,,,,,
1836,-248.206619,308.088409,962.674866,-250.694672,207.164261,963.659180,-238.209000,256.542969,892.236023,,,,,,
1837,-248.128052,308.093781,962.585754,-250.623856,207.162781,963.572693,-238.252151,256.539612,892.123901,,,,,,
1838,-248.049942,308.098480,962.497314,-250.553604,207.161621,963.487000,-238.294205,256.534821,892.014099,,,,,,
1839,-247.972290,308.102264,962.409424,-250.483673,207.160980,963.401978,-238.335236,256.528870,891.906677,,,,,,
1840,-247.895157,308.105042,962.322144,-250.413773,207.160934,963.317688,-238.375259,256.522156,891.801758,,,,,,
1841,-247.818680,308.106781,962.235352,-250.343658,207.161545,963.234009,-238.414246,256.514984,891.699219,,,,,,
1842,-247.742950,308.107544,962.148987,-250.273132,207.162735,963.150940,-238.452148,256.507751,891.598755,,,,,,
1843,-247.668091,308.107544,962.063049,-250.202087,207.164322,963.068359,-238.488953,256.500610,891.500061,,,,,,
1844,-247.594208,308.107025,961.977417,-250.130463,207.166046,962.986267,-238.524582,256.493805,891.402710,,,,,,
1845,-247.521317,308.106232,961.892090,-250.058350,207.167633,962.904663,-238.558990,256.487366,891.306091,,,,,,
1846,-247.449463,308.105530,961.807007,-249.985886,207.168823,962.823608,-238.592117,256.481262,891.209900,,,,,,
1847,-247.378662,308.105164,961.722168,-249.913269,207.169510,962.743103,-238.623932,256.475464,891.113525,,,,,,
1848,-247.308960,308.105316,961.637695,-249.840759,207.169769,962.663147,-238.654465,256.469910,891.016785,,,,,,
1849,-247.240387,308.105957,961.553467,-249.768539,207.169754,962.583801,-238.683731,256.464569,890.919373,,,,,,
1850,-247.172974,308.106995,961.469604,-249.696762,207.169708,962.505005,-238.711823,256.459473,890.821472,,,,,,
1851,-247.106674,308.108246,961.386047,-249.625519,207.169861,962.426758,-238.738815,256.454651,890.723145,,,,,,
1852,-247.041443,308.109558,961.302795,-249.554886,207.170380,962.348999,-238.764893,256.450256,890.624756,,,,,,
1853,-246.977158,308.110626,961.220032,-249.484879,207.171448,962.271545,-238.790253,256.446503,890.526672,,,,,,
1854,-246.913696,308.111267,961.137695,-249.415482,207.173126,962.194336,-238.815186,256.443634,890.429443,,,,,,
1855,-246.850876,308.111298,961.055908,-249.346649,207.175491,962.117126,-238.840057,256.441742,890.333313,,,,,,
1856,-246.788528,308.110657,960.974731,-249.278336,207.178497,962.039856,-238.865219,256.441010,890.238586,,,,,,
1857,-246.726471,308.109283,960.894226,-249.210556,207.182083,961.962280,-238.891037,256.441467,890.145447,,,,,,
1858,-246.664536,308.107269,960.814453,-249.143311,207.186096,961.884399,-238.917801,256.443085,890.053711,,,,,,
1859,-246.602524,308.104736,960.735352,-249.076691,207.190399,961.805969,-238.945770,256.445740,889.963318,,,,,,
1860,-246.540268,308.101807,960.656799,-249.010818,207.194778,961.727112,-238.975098,256.449219,889.873962,,,,,,
1861,-246.477615,308.098633,960.578735,-248.945892,207.199066,961.647766,-239.005829,256.453186,889.785156,,,,,,
1862,-246.414505,308.095367,960.501099,-248.882080,207.202988,961.568115,-239.037918,256.457336,889.696594,,,,,,
1863,-246.350937,308.092102,960.423767,-248.819489,207.206207,961.488525,-239.071182,256.461334,889.607971,,,,,,
1864,-246.287003,308.088959,960.346802,-248.758209,207.208405,961.409363,-239.105301,256.464874,889.519043,,,,,,
1865,-246.222870,308.086121,960.270203,-248.698288,207.209244,961.331116,-239.139938,256.467743,889.429688,,,,,,
1866,-246.158722,308.083862,960.193970,-248.639740,207.208572,961.254150,-239.174606,256.469757,889.339905,,,,,,
1867,-246.094727,308.082428,960.118164,-248.582581,207.206375,961.178833,-239.208847,256.470825,889.249817,,,,,,
1868,-246.031036,308.081940,960.042847,-248.526749,207.202866,961.105286,-239.242188,256.470917,889.159729,,,,,,
1869,-245.967743,308.082458,959.968079,-248.472122,207.198395,961.033508,-239.274261,256.470032,889.070007,,,,,,
1870,-245.904922,308.083954,959.893982,-248.418594,207.193298,960.963440,-239.304840,256.468140,888.981079,,,,,,
1871,-245.842728,308.086395,959.820679,-248.366043,207.187866,960.895081,-239.333847,256.465302,888.893433,,,,,,
1872,-245.781326,308.089661,959.748352,-248.314423,207.182373,960.828308,-239.361328,256.461517,888.807495,,,,,,
1873,-245.720886,308.093628,959.677307,-248.263702,207.177032,960.762817,-239.387436,256.456696,888.723633,,,,,,
1874,-245.661591,308.098083,959.607666,-248.213928,207.172028,960.698608,-239.412445,256.450836,888.642090,,,,,,
1875,-245.603516,308.102844,959.539612,-248.165131,207.167496,960.635437,-239.436646,256.443848,888.563049,,,,,,
1876,-245.546768,308.107697,959.473328,-248.117386,207.163544,960.573181,-239.460419,256.435760,888.486511,,,,,,
1877,-245.491364,308.112427,959.408813,-248.070786,207.160202,960.511658,-239.484222,256.426697,888.412598,,,,,,
1878,-245.437256,308.116913,959.346069,-248.025345,207.157501,960.450806,-239.508484,256.416840,888.341125,,,,,,
1879,-245.384384,308.120972,959.284851,-247.981079,207.155441,960.390442,-239.533630,256.406494,888.271973,,,,,,
1880,-245.332687,308.124542,959.225098,-247.937866,207.154022,960.330505,-239.559998,256.395935,888.205017,,,,,,
1881,-245.282150,308.127594,959.166565,-247.895584,207.153198,960.270874,-239.587845,256.385590,888.140015,,,,,,
1882,-245.232849,308.130127,959.109070,-247.854065,207.152969,960.211609,-239.617355,256.375854,888.076782,,,,,,
1883,-245.184998,308.132294,959.052246,-247.813141,207.153244,960.152710,-239.648560,256.367065,888.015137,,,,,,
1884,-245.138855,308.134155,958.995972,-247.772629,207.153961,960.094055,-239.681412,256.359589,887.954895,,,,,,
1885,-245.094543,308.135773,958.939941,-247.732391,207.155075,960.035767,-239.715775,256.353668,887.895874,,,,,,
1886,-245.051971,308.137115,958.884033,-247.692352,207.156570,959.977722,-239.751419,256.349487,887.837952,,,,,,
1887,-245.010818,308.138153,958.828247,-247.652435,207.158478,959.919983,-239.788116,256.347198,887.780945,,,,,,
1888,-244.970673,308.138763,958.772461,-247.612579,207.160843,959.862427,-239.825562,256.346771,887.724670,,,,,,
1889,-244.931198,308.138977,958.716858,-247.572800,207.163696,959.805115,-239.863342,256.348206,887.668884,,,,,,
1890,-244.892227,308.138824,958.661316,-247.533066,207.167023,959.747986,-239.901031,256.351379,887.613342,,,,,,
1891,-244.853714,308.138458,958.605835,-247.493393,207.170761,959.690857,-239.938187,256.356140,887.557800,,,,,,
1892,-244.815506,308.137970,958.550537,-247.453735,207.174805,959.633850,-239.974411,256.362244,887.501953,,,,,,
1893,-244.777344,308.137390,958.495422,-247.414093,207.179001,959.576721,-240.009399,256.369385,887.445313,,,,,,
1894,-244.738770,308.136719,958.440491,-247.374390,207.183182,959.519653,-240.042892,256.377228,887.387695,,,,,,
1895,-244.699280,308.135773,958.385620,-247.334518,207.187210,959.462585,-240.074753,256.385376,887.328796,,,,,,
1896,-244.658371,308.134460,958.330688,-247.294357,207.190887,959.405640,-240.104965,256.393402,887.268372,,,,,,
1897,-244.615616,308.132721,958.275513,-247.253784,207.194077,959.348938,-240.133667,256.400970,887.206299,,,,,,
1898,-244.570724,308.130646,958.219971,-247.212692,207.196518,959.292786,-240.161011,256.407867,887.142395,,,,,,
1899,-244.523483,308.128265,958.163940,-247.171005,207.197998,959.237427,-240.187256,256.413940,887.076660,,,,,,
1900,-244.473862,308.125671,958.107422,-247.128754,207.198318,959.183105,-240.212646,256.419098,887.009155,,,,,,
1901,-244.421997,308.123016,958.050537,-247.086105,207.197327,959.130005,-240.237427,256.423340,886.939941,,,,,,
1902,-244.368164,308.120361,957.993469,-247.043274,207.195053,959.078308,-240.261795,256.426697,886.869446,,,,,,
1903,-244.312775,308.117798,957.936340,-247.000626,207.191605,959.027893,-240.285904,256.429260,886.797974,,,,,,
1904,-244.256378,308.115448,957.879456,-246.958527,207.187302,958.978577,-240.309830,256.431213,886.726074,,,,,,
1905,-244.199615,308.113251,957.822937,-246.917145,207.182556,958.930115,-240.333633,256.432678,886.654297,,,,,,
1906,-244.143265,308.111359,957.767151,-246.876526,207.177780,958.882080,-240.357346,256.433807,886.583191,,,,,,
1907,-244.088226,308.109802,957.712158,-246.836655,207.173248,958.834412,-240.381012,256.434784,886.513367,,,,,,
1908,-244.035446,308.108765,957.658081,-246.797409,207.169159,958.786865,-240.404755,256.435669,886.445313,,,,,,
1909,-243.985657,308.108368,957.605103,-246.758667,207.165588,958.739380,-240.428741,256.436646,886.379333,,,,,,
1910,-243.939209,308.108521,957.553223,-246.720276,207.162598,958.691956,-240.453186,256.437744,886.315735,,,,,,
