global time,time(in ms),AccX,AccY,AccZ,GyroX,GyroY,GyroZ,QuatX,QuatY,QuatZ,QuatW
17/07/11 05:04:34:683,450,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:688,455,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:693,460,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:699,466,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:704,471,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:709,476,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:714,481,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:719,486,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:725,492,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:729,496,-0.7663574,0.026611328,0.5683594,-0.032990977,-0.044697456,0.0053211255,0.013183594,0.44628906,4.8828125E-4,0.89453125
17/07/11 05:04:34:734,501,-0.76586914,0.025878906,0.5710449,-0.03511943,-0.044697456,0.0031926753,0.014160156,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:739,506,-0.7624512,0.02734375,0.5695801,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:744,511,-0.7624512,0.02734375,0.5695801,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:749,516,-0.7624512,0.02734375,0.5695801,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:755,522,-0.7624512,0.02734375,0.5695801,-0.032990977,-0.044697456,0.0053211255,0.0146484375,0.44726563,9.765625E-4,0.89404297
17/07/11 05:04:34:761,528,-0.76904297,0.024169922,0.5727539,-0.032990977,-0.044697456,0.0042569004,0.0146484375,0.44726563,9.765625E-4,0.89404297
