3886,-0.01928711,-0.016113281,0.9519043
3891,-0.019042969,-0.012695313,0.9494629
3896,-0.022216797,-0.00390625,0.9536133
3901,-0.018066406,-4.88E-04,0.9523926
3906,-0.018310547,-0.010742188,0.9499512
3911,-0.018310547,-0.010742188,0.9499512
3917,-0.024169922,0.002929688,0.96606445
3923,-0.024169922,0.002929688,0.96606445
3928,-0.020507813,-0.009521484,0.9616699
3933,-0.020507813,-0.009521484,0.9616699
3938,-0.018554688,-0.008789063,0.95214844
3943,-0.041992188,-0.017333984,0.9423828
3949,-0.041992188,-0.017333984,0.9423828
3954,-0.04638672,-9.77E-04,0.9313965
3959,-0.04638672,-9.77E-04,0.9313965
3964,-0.021484375,-0.005859375,0.94628906
3969,-0.021484375,-0.005859375,0.94628906
3974,-0.02709961,0.006103516,0.95581055
3980,-0.02709961,0.006103516,0.95581055
3985,-0.02709961,0.006103516,0.95581055
3990,-0.02709961,0.006103516,0.95581055
3995,-0.02709961,0.006103516,0.95581055
4000,-0.02709961,0.006103516,0.95581055
4006,-0.02709961,0.006103516,0.95581055
4011,-0.02758789,0.005371094,0.96313477
4016,-0.016845703,-0.022460938,0.94970703
4021,-0.016845703,-0.022460938,0.94970703
4027,-0.03540039,-0.002441406,0.9555664
4032,-0.03540039,-0.002441406,0.9555664
4038,-0.018798828,-0.017822266,0.9489746
4044,-0.018798828,-0.017822266,0.9489746
4049,-0.018798828,-0.017822266,0.9489746
4054,-0.018798828,-0.017822266,0.9489746
4059,-0.018798828,-0.017822266,0.9489746
4064,-0.018798828,-0.017822266,0.9489746
4069,-0.017822266,-0.010498047,0.94799805
4074,-0.014648438,-0.00390625,0.9494629
4079,-0.032714844,0.033691406,0.9855957
4085,-0.046142578,-0.01977539,0.9370117
4090,-0.046142578,-0.01977539,0.9370117
4095,-0.033935547,-0.001220703,0.9470215
4100,-0.033935547,-0.001220703,0.9470215
4105,-0.033935547,-0.001220703,0.9470215
4110,-0.033935547,-0.001220703,0.9470215
4116,-0.033935547,-0.001220703,0.9470215
4121,-0.033935547,-0.001220703,0.9470215
4126,-0.033935547,-0.001220703,0.9470215
4132,-0.029296875,-0.011230469,0.94873047
4138,-0.1940918,-0.032470703,0.998291
4143,-0.1940918,-0.032470703,0.998291
4149,0.06958008,0.013916016,0.94628906
4155,0.04345703,0.010986328,0.9511719
4161,0.04345703,0.010986328,0.9511719
4165,-0.060546875,0.011962891,0.9814453
4170,-0.060546875,0.011962891,0.9814453
4175,-0.001708984,-0.036621094,1.0161133
4180,-0.001708984,-0.036621094,1.0161133
4186,0.09033203,-0.013183594,0.9592285
4191,0.09033203,-0.013183594,0.9592285
4196,0.059326172,0.015625,0.95996094
4201,0.059326172,0.015625,0.95996094
4206,0.083740234,-0.012695313,0.9748535
4211,0.083740234,-0.012695313,0.9748535
4216,-0.15429688,-0.013183594,0.94555664
4221,-0.15429688,-0.013183594,0.94555664
4226,-0.171875,-0.02319336,0.9309082
4231,-0.171875,-0.02319336,0.9309082
4236,-0.11206055,0.03491211,1.0070801
4242,-0.11206055,0.03491211,1.0070801
4247,-0.18139648,-0.005615234,0.9736328
4252,-0.18139648,-0.005615234,0.9736328
4257,-0.18139648,-0.005615234,0.9736328
4263,-0.18139648,-0.005615234,0.9736328
4267,-0.18139648,-0.005615234,0.9736328
4272,-0.18139648,-0.005615234,0.9736328
4277,-0.18139648,-0.005615234,0.9736328
4282,-0.16113281,-2.44E-04,0.96875
4287,-0.13476563,-0.009521484,0.9699707
4292,-0.13476563,-0.009521484,0.9699707
4297,-0.16040039,0.024169922,0.9819336
4302,-0.16040039,0.024169922,0.9819336
4307,-0.16040039,0.024169922,0.9819336
4312,-0.16040039,0.024169922,0.9819336
4317,-0.16040039,0.024169922,0.9819336
4322,-0.16040039,0.024169922,0.9819336
4327,-0.16040039,0.024169922,0.9819336
4332,0.027832031,-0.12451172,0.91967773
4337,0.103515625,0.014648438,0.9555664
4343,0.103515625,0.014648438,0.9555664
4347,0.16113281,-0.033447266,0.96972656
4352,0.16113281,-0.033447266,0.96972656
4357,0.16113281,-0.033447266,0.96972656
4363,0.16113281,-0.033447266,0.96972656
4368,0.16113281,-0.033447266,0.96972656
4374,0.16113281,-0.033447266,0.96972656
4379,0.13769531,0.107177734,0.7841797
4384,0.140625,0.04663086,0.82373047
4389,0.140625,0.04663086,0.82373047
4394,0.5498047,-0.016845703,1.3041992
4399,0.5498047,-0.016845703,1.3041992
4404,0.2253418,0.08129883,0.82421875
4409,0.2253418,0.08129883,0.82421875
4414,0.31933594,-0.040771484,0.79345703
4419,0.31933594,-0.040771484,0.79345703
4424,0.3149414,-0.025878906,0.75927734
4430,0.3149414,-0.025878906,0.75927734
4435,0.38500977,-0.02319336,0.77368164
4440,0.38500977,-0.02319336,0.77368164
4445,0.38500977,-0.02319336,0.77368164
4450,0.38500977,-0.02319336,0.77368164
4455,0.38500977,-0.02319336,0.77368164
4460,0.38500977,-0.02319336,0.77368164
4465,0.38500977,-0.02319336,0.77368164
4470,0.44360352,-0.044921875,0.748291
4476,0.6730957,0.16015625,0.6369629
4481,0.5703125,0.028808594,0.68481445
4486,0.51049805,-0.004882813,0.7038574
4491,0.51049805,-0.004882813,0.7038574
4496,0.51220703,-0.012451172,0.6816406
4502,0.51220703,-0.012451172,0.6816406
4506,0.51220703,-0.012451172,0.6816406
4511,0.51220703,-0.012451172,0.6816406
4517,0.51220703,-0.012451172,0.6816406
4522,0.51220703,-0.012451172,0.6816406
4527,0.51220703,-0.012451172,0.6816406
4532,0.5769043,-0.013916016,0.6374512
4538,0.75341797,-0.014892578,0.51782227
4543,0.75341797,-0.014892578,0.51782227
4548,0.8786621,-0.06958008,0.39672852
4553,0.8786621,-0.06958008,0.39672852
4558,0.861084,-0.010253906,0.41015625
4563,0.861084,-0.010253906,0.41015625
4568,0.78686523,-0.059326172,0.3527832
4573,0.78686523,-0.059326172,0.3527832
4578,0.8076172,0.013427734,0.48364258
4583,0.8076172,0.013427734,0.48364258
4588,0.8942871,0.029785156,0.47338867
4593,0.8942871,0.029785156,0.47338867
4598,0.8947754,0.014648438,0.40820313
4603,0.8947754,0.014648438,0.40820313
4608,0.9116211,0.001708984,0.33520508
4613,0.9116211,0.001708984,0.33520508
4618,0.9152832,0.05517578,0.26586914
4623,0.9152832,0.05517578,0.26586914
4629,0.90649414,-0.041259766,0.15039063
4634,0.90649414,-0.041259766,0.15039063
4639,0.96728516,-0.013427734,0.24560547
4644,1.0070801,0.003173828,0.3388672
4649,1.0070801,0.003173828,0.3388672
4654,1.0070801,0.003173828,0.3388672
4659,1.0209961,-0.053710938,0.05908203
4664,1.0209961,-0.053710938,0.05908203
4670,1.0959473,-0.033447266,0.10424805
4676,1.109375,-0.072265625,0.011962891
4680,1.109375,-0.072265625,0.011962891
4686,1.0883789,0.007324219,-2.44E-04
4691,1.0883789,0.007324219,-2.44E-04
4696,1.1149902,0.004150391,0.13598633
